fips,name,state,zhvi
47073,Hawkins County,TN,251909
27025,Chisago County,MN,392440
47019,Carter County,TN,242472
21209,Scott County,KY,344917
54049,Marion County,WV,168932
45021,Cherokee County,SC,191977
48199,Hardin County,TX,233066
01033,Colbert County,AL,199737
28109,Pearl River County,MS,192984
17195,Whiteside County,IL,150218
29213,Taney County,MO,248210
49021,Iron County,UT,414507
28071,Lafayette County,MS,407689
08037,Eagle County,CO,1298553
08067,La Plata County,CO,689415
51031,Campbell County,VA,276073
48473,Waller County,TX,364635
23009,Hancock County,ME,432155
37107,Lenoir County,NC,152691
06109,Tuolumne County,CA,395230
39147,Seneca County,OH,180543
51067,Franklin County,VA,369641
40051,Grady County,OK,248056
20169,Saline County,KS,181823
47089,Jefferson County,TN,339551
47105,Loudon County,TN,452441
13039,Camden County,GA,307585
37189,Watauga County,NC,516079
51191,Washington County,VA,260753
47043,Dickson County,TN,364429
29101,Johnson County,MO,286692
17077,Jackson County,IL,134847
17007,Boone County,IL,289666
36035,Fulton County,NY,231092
29169,Pulaski County,MO,229482
32007,Elko County,NV,375570
47145,Roane County,TN,300246
26157,Tuscola County,MI,193402
04007,Gila County,AZ,390089
47107,McMinn County,TN,260985
01031,Coffee County,AL,183797
21113,Jessamine County,KY,328895
39005,Ashland County,OH,247156
01071,Jackson County,AL,194820
48401,Rusk County,TX,213104
48265,Kerr County,TX,373298
40147,Washington County,OK,187415
41009,Columbia County,OR,454561
17063,Grundy County,IL,326662
22089,Saint Charles Parish,LA,268958
24047,Worcester County,MD,425877
22099,Saint Martin Parish,LA,174964
55043,Grant County,WI,232026
37093,Hoke County,NC,280555
55015,Calumet County,WI,385813
51660,Harrisonburg City,VA,332156
51047,Culpeper County,VA,496737
48349,Navarro County,TX,232932
19181,Warren County,IA,326799
39037,Darke County,OH,222245
17141,Ogle County,IL,231798
55135,Waupaca County,WI,292654
26027,Cass County,MI,276008
37047,Columbus County,NC,187749
28105,Oktibbeha County,MS,283722
21073,Franklin County,KY,247227
42127,Wayne County,PA,309740
51089,Henry County,VA,142970
16065,Madison County,ID,426123
42121,Venango County,PA,132739
44001,Bristol County,RI,655997
48073,Cherokee County,TX,227338
18029,Dearborn County,IN,333417
48325,Medina County,TX,323532
23025,Somerset County,ME,238047
47053,Gibson County,TN,183690
17095,Knox County,IL,120012
32023,Nye County,NV,363875
33003,Carroll County,NH,514569
48277,Lamar County,TX,205946
27169,Winona County,MN,285659
41041,Lincoln County,OR,479348
31019,Buffalo County,NE,307959
37061,Duplin County,NC,189078
22101,Saint Mary Parish,LA,121330
50011,Franklin County,VT,378152
47003,Bedford County,TN,333436
24035,Queen Annes County,MD,530985
26123,Newaygo County,MI,260649
37065,Edgecombe County,NC,137658
36057,Montgomery County,NY,216435
01045,Dale County,AL,163161
17073,Henry County,IL,176192
48493,Wilson County,TX,406719
48373,Polk County,TX,177952
37083,Halifax County,NC,104102
13175,Laurens County,GA,183102
32005,Douglas County,NV,706232
22115,Vernon Parish,LA,164138
08043,Fremont County,CO,342522
40083,Logan County,OK,317574
18065,Henry County,IN,193177
35009,Curry County,NM,159954
48013,Atascosa County,TX,246992
36107,Tioga County,NY,211016
40079,Le Flore County,OK,170498
48053,Burnet County,TX,428828
22061,Lincoln Parish,LA,225361
39149,Shelby County,OH,248492
05035,Crittenden County,AR,168152
53075,Whitman County,WA,339135
40019,Carter County,OK,178422
12063,Jackson County,FL,183076
21019,Boyd County,KY,138845
36039,Greene County,NY,370068
36033,Franklin County,NY,180341
48465,Val Verde County,TX,208546
42009,Bedford County,PA,216240
17029,Coles County,IL,147276
16011,Bingham County,ID,393977
21211,Shelby County,KY,329483
27049,Goodhue County,MN,326886
04023,Santa Cruz County,AZ,280907
36017,Chenango County,NY,166635
40021,Cherokee County,OK,213946
18113,Noble County,IN,258062
36023,Cortland County,NY,209946
56005,Campbell County,WY,340426
36003,Allegany County,NY,142982
51540,Charlottesville City,VA,495262
19045,Clinton County,IA,182557
55005,Barron County,WI,289645
16017,Bonner County,ID,656880
21179,Nelson County,KY,268186
39011,Auglaize County,OH,243860
18099,Marshall County,IN,267657
42087,Mifflin County,PA,197747
40113,Osage County,OK,218571
55081,Monroe County,WI,267234
53065,Stevens County,WA,379290
47123,Monroe County,TN,289683
27007,Beltrami County,MN,273584
39091,Logan County,OH,258368
18071,Jackson County,IN,230040
28045,Hancock County,MS,238272
42099,Perry County,PA,299172
50025,Windham County,VT,382603
40013,Bryan County,OK,228608
13071,Colquitt County,GA,168655
22117,Washington Parish,LA,131036
13137,Habersham County,GA,325510
26059,Hillsdale County,MI,216492
13275,Thomas County,GA,228273
05055,Greene County,AR,194955
28151,Washington County,MS,55866
21107,Hopkins County,KY,144960
21101,Henderson County,KY,208278
06009,Calaveras County,CA,441854
48055,Caldwell County,TX,284198
48071,Chambers County,TX,351582
55033,Dunn County,WI,318652
17117,Macoupin County,IL,145423
28149,Warren County,MS,147213
18093,Lawrence County,IN,210503
27061,Itasca County,MN,255996
01021,Chilton County,AL,224581
18145,Shelby County,IN,246475
17177,Stephenson County,IL,161884
55095,Polk County,WI,342321
37013,Beaufort County,NC,236023
29161,Phelps County,MO,236688
26023,Branch County,MI,211683
36025,Delaware County,NY,253239
48499,Wood County,TX,273401
37169,Stokes County,NC,265398
37111,McDowell County,NC,264176
42065,Jefferson County,PA,122760
42061,Huntingdon County,PA,180432
29027,Callaway County,MO,269613
21009,Barren County,KY,218668
12039,Gadsden County,FL,201883
51171,Shenandoah County,VA,345496
39075,Holmes County,OH,371416
06093,Siskiyou County,CA,287007
53037,Kittitas County,WA,502405
55031,Douglas County,WI,266147
40071,Kay County,OK,117379
47099,Lawrence County,TN,251269
39097,Madison County,OH,320727
13009,Baldwin County,GA,234352
48259,Kendall County,TX,594611
40121,Pittsburg County,OK,150141
22087,Saint Bernard Parish,LA,211018
30081,Ravalli County,MT,603900
39015,Brown County,OH,260177
45025,Chesterfield County,SC,177730
12121,Suwannee County,FL,272598
27067,Kandiyohi County,MN,291304
18037,Dubois County,IN,265348
37153,Richmond County,NC,134300
13029,Bryan County,GA,401911
19033,Cerro Gordo County,IA,204976
39071,Highland County,OH,206697
19139,Muscatine County,IA,208065
33019,Sullivan County,NH,392192
42119,Union County,PA,297017
18033,De Kalb County,IN,257085
29029,Camden County,MO,321203
13069,Coffee County,GA,178299
37099,Jackson County,NC,452528
40137,Stephens County,OK,144226
29159,Pettis County,MO,195703
05091,Miller County,AR,167755
51683,Manassas City,VA,493272
39051,Fulton County,OH,233805
13233,Polk County,GA,226434
37181,Vance County,NC,185626
53017,Douglas County,WA,500547
54069,Ohio County,WV,161591
51590,Danville City,VA,135583
37059,Davie County,NC,328747
47051,Franklin County,TN,319085
56037,Sweetwater County,WY,293758
22095,Saint John the Baptist Parish,LA,201347
12075,Levy County,FL,292391
08085,Montrose County,CO,463999
29023,Butler County,MO,173070
48143,Erath County,TX,344323
51149,Prince George County,VA,361714
55093,Pierce County,WI,376223
49043,Summit County,UT,1323633
39107,Mercer County,OH,278150
39027,Clinton County,OH,258934
53047,Okanogan County,WA,317305
39033,Crawford County,OH,164878
16069,Nez Perce County,ID,394993
26057,Gratiot County,MI,186078
55075,Marinette County,WI,224402
48481,Wharton County,TX,248277
47047,Fayette County,TN,375258
05005,Baxter County,AR,233644
01123,Tallapoosa County,AL,268098
48097,Cooke County,TX,319380
40087,McClain County,OK,286779
13277,Tift County,GA,210202
27009,Benton County,MN,314211
42117,Tioga County,PA,224670
54019,Fayette County,WV,136463
39135,Preble County,OH,238017
13219,Oconee County,GA,562301
05093,Mississippi County,AR,114890
47021,Cheatham County,TN,400290
55115,Shawano County,WI,285136
26151,Sanilac County,MI,211906
47177,Warren County,TN,258361
48459,Upshur County,TX,239627
41007,Clatsop County,OR,520495
40041,Delaware County,OK,289274
36121,Wyoming County,NY,214077
42083,McKean County,PA,112627
51185,Tazewell County,VA,144119
27059,Isanti County,MN,343789
36073,Orleans County,NY,207441
23013,Knox County,ME,447204
39123,Ottawa County,OH,275918
35039,Rio Arriba County,NM,339893
51187,Warren County,VA,401011
28113,Pike County,MS,107950
37139,Pasquotank County,NC,269787
19127,Marshall County,IA,196090
06005,Amador County,CA,423490
18087,Lagrange County,IN,351478
26107,Mecosta County,MI,236997
27099,Mower County,MN,207760
22009,Avoyelles Parish,LA,130764
42109,Snyder County,PA,231911
13213,Murray County,GA,245379
29091,Howell County,MO,226689
12093,Okeechobee County,FL,293509
40135,Sequoyah County,OK,191608
23027,Waldo County,ME,351854
18061,Harrison County,IN,267946
16057,Latah County,ID,480339
12051,Hendry County,FL,274141
56013,Fremont County,WY,328091
54099,Wayne County,WV,144411
47013,Campbell County,TN,243998
40097,Mayes County,OK,220980
05139,Union County,AR,127316
48249,Jim Wells County,TX,140091
01047,Dallas County,AL,90173
19057,Des Moines County,IA,149830
20037,Crawford County,KS,140482
37145,Person County,NC,255526
29225,Webster County,MO,268616
42115,Susquehanna County,PA,247115
42123,Warren County,PA,140226
27041,Douglas County,MN,355467
55083,Oconto County,WI,316112
39021,Champaign County,OH,256059
51073,Gloucester County,VA,380109
39059,Guernsey County,OH,169169
17203,Woodford County,IL,241013
45029,Colleton County,SC,256348
46013,Brown County,SD,247062
38105,Williams County,ND,356629
20055,Finney County,KS,236399
39039,Defiance County,OH,188543
51093,Isle of Wight County,VA,387233
29201,Scott County,MO,159025
04009,Graham County,AZ,308629
29109,Lawrence County,MO,209120
40123,Pontotoc County,OK,191113
48049,Brown County,TX,188539
17055,Franklin County,IL,112395
18107,Montgomery County,IN,227956
18017,Cass County,IN,174896
22069,Natchitoches Parish,LA,178867
45071,Newberry County,SC,226258
42035,Clinton County,PA,202263
05063,Independence County,AR,176328
17121,Marion County,IL,126429
19099,Jasper County,IA,233447
42031,Clarion County,PA,140709
24041,Talbot County,MD,495616
36031,Essex County,NY,297848
01039,Covington County,AL,159761
26061,Houghton County,MI,197278
55085,Oneida County,WI,326364
05009,Boone County,AR,229550
27147,Steele County,MN,301700
17081,Jefferson County,IL,148135
22119,Webster Parish,LA,116244
56001,Albany County,WY,380534
50001,Addison County,VT,440523
21035,Calloway County,KY,180311
31053,Dodge County,NE,248810
50003,Bennington County,VT,385532
37197,Yadkin County,NC,238931
51109,Louisa County,VA,424780
19187,Webster County,IA,141320
55045,Green County,WI,338282
26033,Chippewa County,MI,203966
17027,Clinton County,IL,226277
40111,Okmulgee County,OK,130622
39171,Williams County,OH,185604
47045,Dyer County,TN,176890
01053,Escambia County,AL,145263
18133,Putnam County,IN,277039
26041,Delta County,MI,208169
21083,Graves County,KY,171214
37055,Dare County,NC,604044
21049,Clark County,KY,256927
48223,Hopkins County,TX,263191
27085,McLeod County,MN,301752
39031,Coshocton County,OH,190381
21235,Whitley County,KY,145275
18069,Huntington County,IN,213895
37113,Macon County,NC,366678
51195,Wise County,VA,133876
23023,Sagadahoc County,ME,440725
17133,Monroe County,IL,329004
20061,Geary County,KS,211387
37003,Alexander County,NC,270610
22011,Beauregard Parish,LA,207253
18083,Knox County,IN,161327
48321,Matagorda County,TX,210200
42059,Greene County,PA,144783
31157,Scotts Bluff County,NE,198905
27017,Carlton County,MN,308185
21071,Floyd County,KY,86666
18103,Miami County,IN,164847
13299,Ware County,GA,143724
51137,Orange County,VA,387299
21089,Greenup County,KY,162036
17105,Livingston County,IL,173658
29105,Laclede County,MO,237395
47029,Cocke County,TN,243513
48217,Hill County,TX,237966
18001,Adams County,IN,254781
19167,Sioux County,IA,316784
48477,Washington County,TX,370894
31119,Madison County,NE,260711
49047,Uintah County,UT,360673
48147,Fannin County,TX,288990
39127,Perry County,OH,224040
19179,Wapello County,IA,132416
23015,Lincoln County,ME,451669
47103,Lincoln County,TN,265040
29219,Warren County,MO,338664
30093,Silver Bow County,MT,288837
27005,Becker County,MN,366411
28003,Alcorn County,MS,180543
28085,Lincoln County,MS,172553
31111,Lincoln County,NE,228802
39117,Morrow County,OH,285679
01017,Chambers County,AL,141764
20035,Cowley County,KS,127241
55019,Clark County,WI,229526
29009,Barry County,MO,244450
48227,Howard County,TX,150014
17049,Effingham County,IL,224314
28095,Monroe County,MS,166321
20057,Ford County,KS,211849
39137,Putnam County,OH,264005
18151,Steuben County,IN,322144
17103,Lee County,IL,188791
37165,Scotland County,NC,147805
35055,Taos County,NM,437254
13145,Harris County,GA,378602
46011,Brookings County,SD,330174
27103,Nicollet County,MN,320010
54077,Preston County,WV,142922
51083,Halifax County,VA,154518
31141,Platte County,NE,281370
18183,Whitley County,IN,285339
17021,Christian County,IL,136686
28093,Marshall County,MS,222347
49051,Wasatch County,UT,948250
12027,De Soto County,FL,252706
17057,Fulton County,IL,110893
20079,Harvey County,KS,195778
20121,Miami County,KS,381904
26047,Emmet County,MI,449641
47117,Marshall County,TN,327691
36099,Seneca County,NY,229354
51155,Pulaski County,VA,226056
27097,Morrison County,MN,317603
19111,Lee County,IA,125077
40081,Lincoln County,OK,189904
26165,Wexford County,MI,235132
51023,Botetourt County,VA,319401
51001,Accomack County,VA,246385
19125,Marion County,IA,278015
48241,Jasper County,TX,193471
17011,Bureau County,IL,154318
54025,Greenbrier County,WV,209182
28107,Panola County,MS,183691
18027,Daviess County,IN,241052
24011,Caroline County,MD,332511
51730,Petersburg City,VA,203315
17137,Morgan County,IL,138568
13187,Lumpkin County,GA,397236
01109,Pike County,AL,169459
12129,Wakulla County,FL,288466
05059,Hot Spring County,AR,164116
01079,Lawrence County,AL,224595
18051,Gibson County,IN,211935
18023,Clinton County,IN,229746
18073,Jasper County,IN,302243
18077,Jefferson County,IN,240414
37175,Transylvania County,NC,475231
06035,Lassen County,CA,236910
47183,Weakley County,TN,195643
38059,Morton County,ND,329002
48189,Hale County,TX,121308
13227,Pickens County,GA,399590
54045,Logan County,WV,107934
29107,Lafayette County,MO,248506
47143,Rhea County,TN,264669
38089,Stark County,ND,325026
53031,Jefferson County,WA,607624
13177,Lee County,GA,267335
22039,Evangeline Parish,LA,99920
39079,Jackson County,OH,148395
24019,Dorchester County,MD,272255
20111,Lyon County,KS,190195
47079,Henry County,TN,222433
45023,Chester County,SC,213049
22053,Jefferson Davis Parish,LA,154596
02110,Juneau Borough,AK,483351
01059,Franklin County,AL,180917
47025,Claiborne County,TN,229487
20125,Montgomery County,KS,102897
21157,Marshall County,KY,205185
45027,Clarendon County,SC,187572
26063,Huron County,MI,201985
29167,Polk County,MO,276752
51009,Amherst County,VA,266770
33007,Coos County,NH,257178
48449,Titus County,TX,227621
41045,Malheur County,OR,316234
27119,Polk County,MN,255717
28011,Bolivar County,MS,117085
31001,Adams County,NE,217789
45089,Williamsburg County,SC,131928
48025,Bee County,TX,163914
13123,Gilmer County,GA,414266
28115,Pontotoc County,MS,215355
08029,Delta County,CO,415949
18169,Wabash County,IN,193954
40089,McCurtain County,OK,198188
08117,Summit County,CO,979231
42047,Elk County,PA,140550
30047,Lake County,MT,603585
29209,Stone County,MO,322823
48273,Kleberg County,TX,148045
21177,Muhlenberg County,KY,130485
23029,Washington County,ME,207650
18055,Greene County,IN,199909
27047,Freeborn County,MN,200332
51033,Caroline County,VA,364227
26035,Clare County,MI,163476
54051,Marshall County,WV,138396
56033,Sheridan County,WY,444347
39065,Hardin County,OH,192368
47131,Obion County,TN,168015
55123,Vernon County,WI,268298
22047,Iberville Parish,LA,175933
17157,Randolph County,IL,157464
40115,Ottawa County,OK,142332
55121,Trempealeau County,WI,287118
21021,Boyle County,KY,245870
16051,Jefferson County,ID,478394
50005,Caledonia County,VT,310376
21121,Knox County,KY,131697
51117,Mecklenburg County,VA,211276
47055,Giles County,TN,252905
48015,Austin County,TX,428059
13305,Wayne County,GA,214580
37017,Bladen County,NC,142977
20113,McPherson County,KS,227603
51145,Powhatan County,VA,503163
51173,Smyth County,VA,163396
36095,Schoharie County,NY,256222
28001,Adams County,MS,121650
27021,Cass County,MN,347262
13195,Madison County,GA,329891
21163,Meade County,KY,280919
55029,Door County,WI,436541
13261,Sumter County,GA,138882
13143,Haralson County,GA,276263
56029,Park County,WY,448501
45067,Marion County,SC,144687
46093,Meade County,SD,400593
23007,Franklin County,ME,300634
54029,Hancock County,WV,143813
01093,Marion County,AL,163806
39053,Gallia County,OH,174359
50017,Orange County,VT,336029
28099,Neshoba County,MS,144765
51035,Carroll County,VA,189843
26105,Mason County,MI,276738
13087,Decatur County,GA,171385
27115,Pine County,MN,264561
24023,Garrett County,MD,339911
18137,Ripley County,IN,286742
26007,Alpena County,MI,199568
39047,Fayette County,OH,242352
20051,Ellis County,KS,246290
48185,Grimes County,TX,348710
08087,Morgan County,CO,335083
29207,Stoddard County,MO,154825
39161,Van Wert County,OH,188820
48067,Cass County,TX,162762
47115,Marion County,TN,261852
06021,Glenn County,CA,363196
29069,Dunklin County,MO,93447
27079,Le Sueur County,MN,362128
40039,Custer County,OK,177938
29127,Marion County,MO,197725
28083,Leflore County,MS,73673
45033,Dillon County,SC,119119
37039,Cherokee County,NC,269914
17135,Montgomery County,IL,136270
45053,Jasper County,SC,398650
49039,Sanpete County,UT,398001
28029,Copiah County,MS,131010
21193,Perry County,KY,97314
16039,Elmore County,ID,360812
55069,Lincoln County,WI,248220
47017,Carroll County,TN,182643
51197,Wythe County,VA,215438
48363,Palo Pinto County,TX,288924
13169,Jones County,GA,253922
46029,Codington County,SD,343509
17107,Logan County,IL,144450
51840,Winchester City,VA,359117
39073,Hocking County,OH,285486
35017,Grant County,NM,185642
05015,Carroll County,AR,271821
54083,Randolph County,WV,162125
28137,Tate County,MS,246544
18179,Wells County,IN,253857
21173,Montgomery County,KY,232734
28123,Scott County,MS,125870
51053,Dinwiddie County,VA,303252
51630,Fredericksburg City,VA,474797
18175,Washington County,IN,220157
54035,Jackson County,WV,203073
13207,Monroe County,GA,339112
12003,Baker County,FL,319928
12007,Bradford County,FL,255894
28163,Yazoo County,MS,109344
13311,White County,GA,325975
13225,Peach County,GA,236741
47077,Henderson County,TN,217878
28145,Union County,MS,207085
17109,McDonough County,IL,100528
06015,Del Norte County,CA,365333
18079,Jennings County,IN,227616
39069,Henry County,OH,217311
37053,Currituck County,NC,550970
13293,Upson County,GA,187213
39001,Adams County,OH,190853
48407,San Jacinto County,TX,233066
17075,Iroquois County,IL,155743
35047,San Miguel County,NM,253344
21141,Logan County,KY,196883
50019,Orleans County,VT,305674
45087,Union County,SC,136474
35006,Cibola County,NM,159697
39131,Pike County,OH,173126
40015,Caddo County,OK,103102
47185,White County,TN,284877
41057,Tillamook County,OR,512986
51065,Fluvanna County,VA,378704
22121,West Baton Rouge Parish,LA,251115
21239,Woodford County,KY,355420
54057,Mineral County,WV,198656
13279,Toombs County,GA,175259
21095,Harlan County,KY,76648
45069,Marlboro County,SC,85339
39019,Carroll County,OH,207715
21043,Carter County,KY,161661
22031,De Soto Parish,LA,196110
48171,Gillespie County,TX,514118
47071,Hardin County,TN,211298
19015,Boone County,IA,236366
36049,Lewis County,NY,201054
13257,Stephens County,GA,237614
55057,Juneau County,WI,270014
01061,Geneva County,AL,168512
41065,Wasco County,OR,404104
37009,Ashe County,NC,359424
51099,King George County,VA,482512
26127,Oceana County,MI,259672
31025,Cass County,NE,315530
18031,Decatur County,IN,263333
18021,Clay County,IN,183363
27095,Mille Lacs County,MN,319422
42131,Wyoming County,PA,236033
21085,Grayson County,KY,167716
28133,Sunflower County,MS,93929
41061,Union County,OR,339538
13085,Dawson County,GA,452697
26029,Charlevoix County,MI,417886
13131,Grady County,GA,198079
28127,Simpson County,MS,161480
26043,Dickinson County,MI,184845
20059,Franklin County,KS,264368
40049,Garvin County,OK,150842
21217,Taylor County,KY,216217
45037,Edgefield County,SC,281868
51167,Russell County,VA,142829
47109,McNairy County,TN,174065
08083,Montezuma County,CO,417161
08039,Elbert County,CO,687219
27015,Brown County,MN,254656
37123,Montgomery County,NC,198150
50015,Lamoille County,VT,501015
05071,Johnson County,AR,181740
22067,Morehouse Parish,LA,97469
13147,Hart County,GA,316700
20009,Barton County,KS,121936
46081,Lawrence County,SD,454224
54053,Mason County,WV,159636
26031,Cheboygan County,MI,253970
19011,Benton County,IA,287889
12049,Hardee County,FL,244158
47069,Hardeman County,TN,165060
19149,Plymouth County,IA,296386
27083,Lyon County,MN,227201
47097,Lauderdale County,TN,139044
26051,Gladwin County,MI,193338
29001,Adair County,MO,195292
18129,Posey County,IN,237324
35029,Luna County,NM,165352
51775,Salem City,VA,293553
26069,Iosco County,MI,173597
01005,Barbour County,AL,155531
29007,Audrain County,MO,191541
51790,Staunton City,VA,292144
20149,Pottawatomie County,KS,330641
27153,Todd County,MN,278266
13111,Fannin County,GA,502592
32001,Churchill County,NV,395646
28117,Prentiss County,MS,145388
26137,Otsego County,MI,263714
01019,Cherokee County,AL,230680
40065,Jackson County,OK,116195
47111,Macon County,TN,267448
13035,Butts County,GA,278141
26101,Manistee County,MI,267333
16075,Payette County,ID,418854
48463,Uvalde County,TX,192222
21081,Grant County,KY,282104
12133,Washington County,FL,226273
08107,Routt County,CO,1134563
13055,Chattooga County,GA,179643
48331,Milam County,TX,274542
29175,Randolph County,MO,182084
29215,Texas County,MO,205071
19017,Bremer County,IA,263117
05023,Cleburne County,AR,260712
47081,Hickman County,TN,187605
24039,Somerset County,MD,205096
36123,Yates County,NY,327019
54067,Nicholas County,WV,157709
18135,Randolph County,IN,164676
21013,Bell County,KY,92464
21205,Rowan County,KY,189868
29131,Miller County,MO,267558
28091,Marion County,MS,141507
08119,Teller County,CO,480907
18181,White County,IN,231653
55137,Waushara County,WI,288677
16031,Cassia County,ID,354226
48149,Fayette County,TX,456970
45001,Abbeville County,SC,210985
21137,Lincoln County,KY,199961
41013,Crook County,OR,477733
51075,Goochland County,VA,588477
18143,Scott County,IN,203925
28039,George County,MS,215194
48419,Shelby County,TX,217726
41031,Jefferson County,OR,430396
13033,Burke County,GA,179590
13291,Union County,GA,385015
48007,Aransas County,TX,302613
16053,Jerome County,ID,411180
31047,Dawson County,NE,204932
51600,Fairfax City,VA,785295
54097,Upshur County,WV,153847
41027,Hood River County,OR,696588
17165,Saline County,IL,92395
16013,Blaine County,ID,1102611
28057,Itawamba County,MS,165821
21183,Ohio County,KY,153835
54059,Mingo County,WV,73695
40133,Seminole County,OK,125179
29221,Washington County,MO,189978
51139,Page County,VA,312713
55049,Iowa County,WI,347066
01133,Winston County,AL,208480
05123,Saint Francis County,AR,82183
42067,Juniata County,PA,230781
22075,Plaquemines Parish,LA,275668
26109,Menominee County,MI,188303
26143,Roscommon County,MI,194512
26009,Antrim County,MI,356162
18041,Fayette County,IN,163189
47057,Grainger County,TN,284555
21005,Anderson County,KY,267561
01025,Clarke County,AL,144308
56039,Teton County,WY,2235034
29195,Saline County,MO,186306
18149,Starke County,IN,225637
27093,Meeker County,MN,300716
29119,McDonald County,MO,228641
13119,Franklin County,GA,289474
41015,Curry County,OR,457662
54027,Hampshire County,WV,258391
46135,Yankton County,SD,281281
05111,Poinsett County,AR,133275
13267,Tattnall County,GA,196623
29055,Crawford County,MO,222896
22003,Allen Parish,LA,110627
29177,Ray County,MO,265522
53049,Pacific County,WA,342166
05027,Columbia County,AR,134732
26133,Osceola County,MI,205949
51670,Hopewell City,VA,219040
05103,Ouachita County,AR,101182
55125,Vilas County,WI,414922
21115,Johnson County,KY,139606
37033,Caswell County,NC,212565
18047,Franklin County,IN,301771
13107,Emanuel County,GA,135678
51163,Rockbridge County,VA,342756
20191,Sumner County,KS,149397
48365,Panola County,TX,205010
19183,Washington County,IA,238311
51127,New Kent County,VA,448490
51105,Lee County,VA,114320
53039,Klickitat County,WA,477812
21167,Mercer County,KY,242832
01007,Bibb County,AL,223183
37007,Anson County,NC,140026
54009,Brooke County,WV,128883
22085,Sabine Parish,LA,196603
47133,Overton County,TN,257327
39105,Meigs County,OH,112642
40009,Beckham County,OK,156779
37117,Martin County,NC,130342
48225,Houston County,TX,210421
53003,Asotin County,WA,351788
48293,Limestone County,TX,178467
26089,Leelanau County,MI,656811
22043,Grant Parish,LA,163761
27105,Nobles County,MN,246917
20175,Seward County,KS,147770
51820,Waynesboro City,VA,296974
19123,Mahaska County,IA,205165
54005,Boone County,WV,92024
37091,Hertford County,NC,117838
31155,Saunders County,NE,363046
01111,Randolph County,AL,209059
13205,Mitchell County,GA,157057
39175,Wyandot County,OH,195331
17085,Jo Daviess County,IL,252820
51147,Prince Edward County,VA,246933
29083,Henry County,MO,226356
28139,Tippah County,MS,149793
13237,Putnam County,GA,420236
47151,Scott County,TN,186594
28027,Coahoma County,MS,52878
21133,Letcher County,KY,65584
06011,Colusa County,CA,378127
08075,Logan County,CO,255502
12123,Taylor County,FL,198201
13189,McDuffie County,GA,200324
31067,Gage County,NE,204612
38093,Stutsman County,ND,229196
48219,Hockley County,TX,167824
28043,Grenada County,MS,129106
54109,Wyoming County,WV,65672
51169,Scott County,VA,173094
29147,Nodaway County,MO,224188
05019,Clark County,AR,164575
17083,Jersey County,IL,207945
17051,Fayette County,IL,155601
48341,Moore County,TX,188543
49041,Sevier County,UT,342744
28079,Leake County,MS,154548
40139,Texas County,OK,172130
48281,Lampasas County,TX,318649
27157,Wabasha County,MN,317980
48179,Gray County,TX,103569
16067,Minidoka County,ID,327419
28101,Newton County,MS,146475
05083,Logan County,AR,164848
31043,Dakota County,NE,247321
18119,Owen County,IN,235867
22111,Union Parish,LA,161239
37115,Madison County,NC,397782
48299,Llano County,TX,454750
27057,Hubbard County,MN,325741
45039,Fairfield County,SC,188084
27045,Fillmore County,MN,289055
48165,Gaines County,TX,244471
17173,Shelby County,IL,169443
47129,Morgan County,TN,213178
17145,Perry County,IL,117768
22007,Assumption Parish,LA,181285
29049,Clinton County,MO,295447
55053,Jackson County,WI,235658
22077,Pointe Coupee Parish,LA,189693
29141,Morgan County,MO,295592
48019,Bandera County,TX,336119
13321,Worth County,GA,173447
18153,Sullivan County,IN,161927
48233,Hutchinson County,TX,118845
45011,Barnwell County,SC,167421
27039,Dodge County,MN,336960
19027,Carroll County,IA,215026
26129,Ogemaw County,MI,185285
19021,Buena Vista County,IA,190121
31177,Washington County,NE,402004
05029,Conway County,AR,171603
19105,Jones County,IA,245090
13199,Meriwether County,GA,216778
54043,Lincoln County,WV,98180
51027,Buchanan County,VA,77770
22093,Saint James Parish,LA,207287
21003,Allen County,KY,211177
19019,Buchanan County,IA,228387
40153,Woodward County,OK,135004
18075,Jay County,IN,161235
48089,Colorado County,TX,298610
55061,Kewaunee County,WI,329071
05149,Yell County,AR,163290
13081,Crisp County,GA,138857
37079,Greene County,NC,182075
56041,Uinta County,WY,337916
19087,Henry County,IA,194561
21051,Clay County,KY,111885
55001,Adams County,WI,256379
48489,Willacy County,TX,179562
18049,Fulton County,IN,213002
51079,Greene County,VA,385566
48057,Calhoun County,TX,206643
53001,Adams County,WA,312234
05057,Hempstead County,AR,122536
21027,Breckinridge County,KY,175222
18015,Carroll County,IN,241565
48285,Lavaca County,TX,297361
21017,Bourbon County,KY,259234
25007,Dukes County,MA,1554309
20099,Labette County,KS,99471
49007,Carbon County,UT,285525
01099,Monroe County,AL,140820
22083,Richland Parish,LA,171129
19191,Winneshiek County,IA,325566
13091,Dodge County,GA,158127
35027,Lincoln County,NM,344933
27091,Martin County,MN,225383
13303,Washington County,GA,151493
48457,Tyler County,TX,176746
22041,Franklin Parish,LA,114803
55119,Taylor County,WI,237797
18147,Spencer County,IN,232541
46035,Davison County,SD,255765
47041,Dekalb County,TN,300363
48337,Montague County,TX,259445
40001,Adair County,OK,180057
48123,De Witt County,TX,218988
29217,Vernon County,MO,180839
28153,Wayne County,MS,144151
47159,Smith County,TN,309970
18117,Orange County,IN,186525
21231,Wayne County,KY,168210
48253,Jones County,TX,158896
48177,Gonzales County,TX,258616
17041,Douglas County,IL,160945
