fips,name,state,zhvi
13211,Morgan County,GA,461565
30053,Lincoln County,MT,431764
49013,Duchesne County,UT,375737
13229,Pierce County,GA,212692
06063,Plumas County,CA,372124
12059,Holmes County,FL,187642
47173,Union County,TN,297661
22037,East Feliciana Parish,LA,228702
19065,Fayette County,IA,159631
21155,Marion County,KY,240180
20021,Cherokee County,KS,131468
19097,Jackson County,IA,243088
01087,Macon County,AL,132644
48161,Freestone County,TX,236502
05113,Polk County,AR,191925
55067,Langlade County,WI,237332
56023,Lincoln County,WY,509134
13105,Elbert County,GA,185036
08015,Chaffee County,CO,695584
37149,Polk County,NC,309022
01091,Marengo County,AL,138728
05003,Ashley County,AR,85669
29015,Benton County,MO,191167
24029,Kent County,MD,392199
54047,McDowell County,WV,36987
21213,Simpson County,KY,256937
21215,Spencer County,KY,380890
01107,Pickens County,AL,135869
45049,Hampton County,SC,151244
35041,Roosevelt County,NM,144060
21099,Hart County,KY,190947
01013,Butler County,AL,116927
35028,Los Alamos County,NM,588045
18123,Perry County,IN,190537
40091,McIntosh County,OK,196601
45081,Saluda County,SC,218019
29157,Perry County,MO,235762
55047,Green Lake County,WI,300129
22029,Concordia Parish,LA,120186
27161,Waseca County,MN,262166
46005,Beadle County,SD,193583
47085,Humphreys County,TN,255185
28141,Tishomingo County,MS,192599
37185,Warren County,NC,224226
39125,Paulding County,OH,164107
21001,Adair County,KY,166274
17033,Crawford County,IL,135537
27055,Houston County,MN,330506
06027,Inyo County,CA,533690
28025,Clay County,MS,155767
13231,Pike County,GA,379550
16045,Gem County,ID,485180
21097,Harrison County,KY,245365
48117,Deaf Smith County,TX,178026
08089,Otero County,CO,158179
19157,Poweshiek County,IA,226232
29186,Sainte Genevieve County,MO,264098
20041,Dickinson County,KS,171196
13001,Appling County,GA,164505
19031,Cedar County,IA,257697
28031,Covington County,MS,183201
13171,Lamar County,GA,288611
13133,Greene County,GA,641077
05121,Randolph County,AR,144119
48163,Frio County,TX,162839
20087,Jefferson County,KS,294651
47049,Fentress County,TN,250102
37199,Yancey County,NC,318996
28131,Stone County,MS,208212
51193,Westmoreland County,VA,312612
48035,Bosque County,TX,242714
29229,Wright County,MO,200911
42093,Montour County,PA,278887
13019,Berrien County,GA,189973
48003,Andrews County,TX,265312
51570,Colonial Heights City,VA,284362
37015,Bertie County,NC,67524
13025,Brantley County,GA,174480
13011,Banks County,GA,344411
29163,Pike County,MO,223220
12079,Madison County,FL,212231
51175,Southampton County,VA,275119
28007,Attala County,MS,115023
29003,Andrew County,MO,294286
26019,Benzie County,MI,413917
36097,Schuyler County,NY,250031
37131,Northampton County,NC,113761
47091,Johnson County,TN,248754
47075,Haywood County,TN,178303
05053,Grant County,AR,212073
21207,Russell County,KY,154560
48503,Young County,TX,180526
47171,Unicoi County,TN,248325
28159,Winston County,MS,150388
46065,Hughes County,SD,298283
55113,Sawyer County,WI,345107
26079,Kalkaska County,MI,234028
48133,Eastland County,TX,151061
12041,Gilchrist County,FL,308156
17067,Hancock County,IL,117877
37011,Avery County,NC,388739
48051,Burleson County,TX,272647
51141,Patrick County,VA,188431
53055,San Juan County,WA,896993
31159,Seward County,NE,320563
19059,Dickinson County,IA,392387
05043,Drew County,AR,157254
51101,King William County,VA,356196
19055,Delaware County,IA,247921
47139,Polk County,TN,256267
08097,Pitkin County,CO,2651287
29053,Cooper County,MO,245628
48287,Lee County,TX,362268
08093,Park County,CO,523334
55103,Richland County,WI,283513
47023,Chester County,TN,168583
05001,Arkansas County,AR,119788
17181,Union County,IL,155386
28051,Holmes County,MS,81845
05135,Sharp County,AR,147139
13017,Ben Hill County,GA,126198
06043,Mariposa County,CA,401223
32013,Humboldt County,NV,357154
13075,Cook County,GA,170275
19043,Clayton County,IA,280250
01067,Henry County,AL,197934
05047,Franklin County,AR,177934
54065,Morgan County,WV,307997
21161,Mason County,KY,174584
28017,Chickasaw County,MS,136513
19171,Tama County,IA,175183
48145,Falls County,TX,143839
30067,Park County,MT,612388
21147,McCreary County,KY,100883
21079,Garrard County,KY,257902
17045,Edgar County,IL,113878
19083,Hardin County,IA,146430
48415,Scurry County,TX,149867
54041,Lewis County,WV,129504
51520,Bristol City,VA,180132
05107,Phillips County,AR,48428
29059,Dallas County,MO,243052
05037,Cross County,AR,148703
17187,Warren County,IL,122099
05067,Jackson County,AR,96662
08051,Gunnison County,CO,726407
04012,La Paz County,AZ,273882
48395,Robertson County,TX,281216
51029,Buckingham County,VA,251549
17005,Bond County,IL,166285
51071,Giles County,VA,211099
23021,Piscataquis County,ME,233098
05089,Marion County,AR,221609
13241,Rabun County,GA,408190
45061,Lee County,SC,150719
54091,Taylor County,WV,193920
18139,Rush County,IN,221126
12029,Dixie County,FL,223180
17147,Piatt County,IL,230748
55065,Lafayette County,WI,247379
29143,New Madrid County,MO,101081
35053,Socorro County,NM,205402
19095,Iowa County,IA,237824
55129,Washburn County,WI,318495
19047,Crawford County,IA,185072
38077,Richland County,ND,233047
41001,Baker County,OR,308340
05087,Madison County,AR,273812
16049,Idaho County,ID,362387
42105,Potter County,PA,163399
46127,Union County,SD,363886
18045,Fountain County,IN,194149
19121,Madison County,IA,340284
19041,Clay County,IA,197732
28061,Jasper County,MS,137794
13183,Long County,GA,283784
20005,Atchison County,KS,189405
08003,Alamosa County,CO,325704
01057,Fayette County,AL,150934
55013,Burnett County,WI,309602
47181,Wayne County,TN,182772
18121,Parke County,IN,225462
13083,Dade County,GA,255798
30041,Hill County,MT,239542
05075,Lawrence County,AR,135432
21127,Lawrence County,KY,139776
13027,Brooks County,GA,190531
17191,Wayne County,IL,136458
51750,Radford City,VA,261016
21203,Rockcastle County,KY,150190
55023,Crawford County,WI,236789
12125,Union County,FL,266672
29013,Bates County,MO,230501
05133,Sevier County,AR,184463
51025,Brunswick County,VA,152142
51011,Appomattox County,VA,294905
55007,Bayfield County,WI,310352
27065,Kanabec County,MN,277214
55003,Ashland County,WI,191665
29155,Pemiscot County,MO,85613
20133,Neosho County,KS,110732
31131,Otoe County,NE,245407
48289,Leon County,TX,297371
17159,Richland County,IL,142727
47005,Benton County,TN,191556
21045,Casey County,KY,159230
05141,Van Buren County,AR,172418
19101,Jefferson County,IA,186319
06105,Trinity County,CA,255104
20139,Osage County,KS,209550
17131,Mercer County,IL,175928
27001,Aitkin County,MN,281939
47153,Sequatchie County,TN,287696
29135,Moniteau County,MO,239151
13163,Jefferson County,GA,118440
21103,Henry County,KY,252314
40117,Pawnee County,OK,179778
28023,Clarke County,MS,100773
19067,Floyd County,IA,165473
51135,Nottoway County,VA,201009
17039,Dewitt County,IL,162002
08049,Grand County,CO,750003
54001,Barbour County,WV,118671
17023,Clark County,IL,151412
17015,Carroll County,IL,163681
01129,Washington County,AL,173197
51063,Floyd County,VA,282424
55077,Marquette County,WI,277262
18165,Vermillion County,IN,136078
17101,Lawrence County,IL,101391
18013,Brown County,IN,365231
27127,Redwood County,MN,188248
16047,Gooding County,ID,356104
51077,Grayson County,VA,209319
40095,Marshall County,OK,209180
22125,West Feliciana Parish,LA,389570
27135,Roseau County,MN,229477
18159,Tipton County,IN,250903
40073,Kingfisher County,OK,233170
51005,Alleghany County,VA,188769
19145,Page County,IA,152496
29121,Macon County,MO,201108
22049,Jackson Parish,LA,119154
12045,Gulf County,FL,403107
48371,Pecos County,TX,160597
51830,Williamsburg City,VA,417957
35057,Torrance County,NM,225411
19079,Hamilton County,IA,175900
01029,Cleburne County,AL,238248
26113,Missaukee County,MI,233021
26011,Arenac County,MI,168221
29117,Livingston County,MO,194136
21069,Fleming County,KY,182467
48239,Jackson County,TX,212665
37121,Mitchell County,NC,243341
27143,Sibley County,MN,295137
17149,Pike County,IL,123682
47007,Bledsoe County,TN,249889
26053,Gogebic County,MI,132665
19109,Kossuth County,IA,173612
48255,Karnes County,TX,213405
01065,Hale County,AL,179153
46027,Clay County,SD,288548
29073,Gasconade County,MO,239503
51685,Manassas Park City,VA,463402
51125,Nelson County,VA,365800
13221,Oglethorpe County,GA,319152
22059,LaSalle Parish,LA,145590
21123,Larue County,KY,224713
27129,Renville County,MN,200011
13161,Jeff Davis County,GA,149018
48353,Nolan County,TX,121540
51043,Clarke County,VA,574223
56007,Carbon County,WY,218481
05021,Clay County,AR,120959
19129,Mills County,IA,284695
17139,Moultrie County,IL,188285
54103,Wetzel County,WV,113179
21191,Pendleton County,KY,238153
39067,Harrison County,OH,145883
49037,San Juan County,UT,365780
19085,Harrison County,IA,228883
29065,Dent County,MO,190674
48389,Reeves County,TX,178730
08071,Las Animas County,CO,245318
42057,Fulton County,PA,236454
21119,Knott County,KY,60790
28129,Smith County,MS,158772
13159,Jasper County,GA,327840
22027,Claiborne Parish,LA,75051
19023,Butler County,IA,195956
20011,Bourbon County,KS,138860
12065,Jefferson County,FL,311781
31151,Saline County,NE,211311
51610,Falls Church City,VA,1173901
47015,Cannon County,TN,326941
40023,Choctaw County,OK,142551
17127,Massac County,IL,121265
54031,Hardy County,WV,227455
51051,Dickenson County,VA,118439
45017,Calhoun County,SC,209975
01027,Clay County,AL,182928
29039,Cedar County,MO,227292
55107,Rusk County,WI,220424
40035,Craig County,OK,197535
37173,Swain County,NC,327862
39121,Noble County,OH,193136
31185,York County,NE,232454
21065,Estill County,KY,124116
19141,O Brien County,IA,196169
54087,Roane County,WV,127523
40005,Atoka County,OK,218418
19005,Allamakee County,IA,266566
21221,Trigg County,KY,119637
27113,Pennington County,MN,197064
16041,Franklin County,ID,444233
13251,Screven County,GA,191599
47033,Crockett County,TN,196256
27159,Wadena County,MN,233915
55099,Price County,WI,218355
28147,Walthall County,MS,157751
12047,Hamilton County,FL,210044
17193,White County,IL,117359
39115,Morgan County,OH,166229
02130,Ketchikan Gateway Borough,AK,409426
48505,Zapata County,TX,124667
27043,Faribault County,MN,164313
01075,Lamar County,AL,131556
22127,Winn Parish,LA,108565
40099,Murray County,OK,171687
18111,Newton County,IN,228131
12013,Calhoun County,FL,173910
17189,Washington County,IL,172645
30035,Glacier County,MT,166656
37041,Chowan County,NC,234574
25019,Nantucket County,MA,3158782
21225,Union County,KY,141257
48059,Callahan County,TX,224939
21175,Morgan County,KY,133959
38053,McKenzie County,ND,374327
51113,Madison County,VA,430067
56009,Converse County,WY,316708
48455,Trinity County,TX,173569
28041,Greene County,MS,162591
05065,Izard County,AR,174453
21025,Breathitt County,KY,72947
17053,Ford County,IL,161629
48313,Madison County,TX,290452
47161,Stewart County,TN,248778
48093,Comanche County,TX,240439
45009,Bamberg County,SC,126653
39111,Monroe County,OH,156077
51690,Martinsville City,VA,110839
47061,Grundy County,TN,207775
28013,Calhoun County,MS,128316
40063,Hughes County,OK,114526
29151,Osage County,MO,266688
16043,Fremont County,ID,475382
55011,Buffalo County,WI,260808
17025,Clay County,IL,112001
53051,Pend Oreille County,WA,378306
01041,Crenshaw County,AL,146032
06051,Mono County,CA,764272
20085,Jackson County,KS,258859
08007,Archuleta County,CO,575956
21135,Lewis County,KY,118519
08081,Moffat County,CO,308826
17087,Johnson County,IL,189628
17125,Mason County,IL,104269
51007,Amelia County,VA,334906
02150,Kodiak Island Borough,AK,411263
30003,Big Horn County,MT,225479
19029,Cass County,IA,168189
48279,Lamb County,TX,106863
22013,Bienville Parish,LA,106660
16079,Shoshone County,ID,282936
26039,Crawford County,MI,181996
05079,Lincoln County,AR,133644
17017,Cass County,IL,104396
21197,Powell County,KY,147107
21109,Jackson County,KY,112185
37143,Perquimans County,NC,287532
21233,Webster County,KY,140054
19197,Wright County,IA,136643
26141,Presque Isle County,MI,227299
29133,Mississippi County,MO,101885
28135,Tallahatchie County,MS,109104
05061,Howard County,AR,161841
48487,Wilbarger County,TX,104158
49027,Millard County,UT,344584
13271,Telfair County,GA,116409
39163,Vinton County,OH,178510
01023,Choctaw County,AL,127252
28005,Amite County,MS,139764
54007,Braxton County,WV,138603
21011,Bath County,KY,183624
56015,Goshen County,WY,251683
21033,Caldwell County,KY,152850
47121,Meigs County,TN,304991
29123,Madison County,MO,172115
28161,Yalobusha County,MS,152879
13023,Bleckley County,GA,186315
20001,Allen County,KS,115551
48351,Newton County,TX,158057
27023,Chippewa County,MN,229496
48063,Camp County,TX,214748
18131,Pulaski County,IN,191811
54063,Monroe County,WV,196128
47101,Lewis County,TN,253376
01119,Sumter County,AL,97042
13049,Charlton County,GA,212400
21031,Butler County,KY,177093
35007,Colfax County,NM,246944
51735,Poquoson City,VA,471169
48115,Dawson County,TX,114456
05137,Stone County,AR,192203
17129,Menard County,IL,212146
19075,Grundy County,IA,222284
13193,Macon County,GA,105474
19007,Appanoose County,IA,118310
13281,Towns County,GA,401893
30089,Sanders County,MT,465981
37137,Pamlico County,NC,280786
26085,Lake County,MI,168769
12037,Franklin County,FL,427928
51131,Northampton County,VA,314993
18125,Pike County,IN,183969
21219,Todd County,KY,224536
19175,Union County,IA,164461
17061,Greene County,IL,115810
12043,Glades County,FL,261578
21061,Edmonson County,KY,195982
49029,Morgan County,UT,744516
13079,Crawford County,GA,208198
18009,Blackford County,IN,144778
27071,Koochiching County,MN,160804
54089,Summers County,WV,161069
05081,Little River County,AR,157795
05049,Fulton County,AR,183651
30043,Jefferson County,MT,531271
28077,Lawrence County,MS,118781
19037,Chickasaw County,IA,221712
48379,Rains County,TX,294302
48343,Morris County,TX,165440
51111,Lunenburg County,VA,147101
53059,Skamania County,WA,567253
30017,Custer County,MT,253415
16021,Boundary County,ID,474433
08099,Prowers County,CO,173986
51133,Northumberland County,VA,374425
41049,Morrow County,OR,314438
29115,Linn County,MO,152344
21229,Washington County,KY,252628
19119,Lyon County,IA,274083
48445,Terry County,TX,121820
20115,Marion County,KS,144645
21153,Magoffin County,KY,131639
16073,Owyhee County,ID,439285
29067,Douglas County,MO,238976
17123,Marshall County,IL,147632
01035,Conecuh County,AL,135666
19165,Shelby County,IA,218755
29011,Barton County,MO,189132
40061,Haskell County,OK,157835
48387,Red River County,TX,179883
56003,Big Horn County,WY,286534
49023,Juab County,UT,459103
29063,DeKalb County,MO,241961
38071,Ramsey County,ND,232535
47087,Jackson County,TN,233300
28111,Perry County,MS,160912
19035,Cherokee County,IA,161490
51037,Charlotte County,VA,203203
26071,Iron County,MI,155291
13093,Dooly County,GA,138152
05041,Desha County,AR,96818
35051,Sierra County,NM,184655
16081,Teton County,ID,871623
27033,Cottonwood County,MN,166899
08105,Rio Grande County,CO,328859
16085,Valley County,ID,684915
51081,Greensville County,VA,169724
30027,Fergus County,MT,298785
47169,Trousdale County,TN,361700
47039,Decatur County,TN,187545
40107,Okfuskee County,OK,149055
13149,Heard County,GA,275847
17185,Wabash County,IL,130747
21159,Martin County,KY,103943
29139,Montgomery County,MO,221644
48297,Live Oak County,TX,226507
30083,Richland County,MT,283949
48475,Ward County,TX,188505
28065,Jefferson Davis County,MS,94986
46079,Lake County,SD,317192
48031,Blanco County,TX,569992
29223,Wayne County,MO,128564
13191,McIntosh County,GA,274704
21171,Monroe County,KY,147577
27165,Watonwan County,MN,178577
27121,Pope County,MN,345046
37187,Washington County,NC,110297
13005,Bacon County,GA,163033
21187,Owen County,KY,183099
21087,Green County,KY,189694
54023,Grant County,WV,183180
29181,Ripley County,MO,157115
40103,Noble County,OK,161290
40149,Washita County,OK,105433
37043,Clay County,NC,345353
51183,Sussex County,VA,184629
51103,Lancaster County,VA,399595
37005,Alleghany County,NC,271153
40127,Pushmataha County,OK,161300
19115,Louisa County,IA,175704
13043,Candler County,GA,229043
30085,Roosevelt County,MT,153630
22091,Saint Helena Parish,LA,163515
38003,Barnes County,ND,200403
02185,North Slope Borough,AK,319540
19081,Hancock County,IA,189230
27075,Lake County,MN,284941
31013,Box Butte County,NE,178659
26097,Mackinac County,MI,245445
13099,Early County,GA,129317
21041,Carroll County,KY,193260
53043,Lincoln County,WA,327829
13109,Evans County,GA,179044
29017,Bollinger County,MO,198768
19189,Winnebago County,IA,157922
31145,Red Willow County,NE,176320
01131,Wilcox County,AL,146488
51119,Middlesex County,VA,387283
38099,Walsh County,ND,168218
31041,Custer County,NE,179855
21131,Leslie County,KY,75431
51057,Essex County,VA,300728
31037,Colfax County,NE,232112
19077,Guthrie County,IA,277286
05011,Bradley County,AR,102693
37073,Gates County,NC,258097
17035,Cumberland County,IL,177792
19131,Mitchell County,IA,219867
18025,Crawford County,IN,171430
30009,Carbon County,MT,518743
40069,Johnston County,OK,166021
01037,Coosa County,AL,189684
16087,Washington County,ID,395899
48159,Franklin County,TX,325635
28103,Noxubee County,MS,101984
05017,Chicot County,AR,91920
01011,Bullock County,AL,122282
37029,Camden County,NC,400271
01085,Lowndes County,AL,145278
19137,Montgomery County,IA,140931
29173,Ralls County,MO,263395
22065,Madison Parish,LA,77554
21169,Metcalfe County,KY,176026
46109,Roberts County,SD,239625
48077,Clay County,TX,209058
05109,Pike County,AR,179690
20131,Nemaha County,KS,248104
31089,Holt County,NE,184414
46019,Butte County,SD,360411
29089,Howard County,MO,229927
26001,Alcona County,MI,200210
40085,Love County,OK,201758
48357,Ochiltree County,TX,131982
19069,Franklin County,IA,160052
05105,Perry County,AR,180577
28015,Carroll County,MS,173565
19107,Keokuk County,IA,140136
29111,Lewis County,MO,209978
27063,Jackson County,MN,227470
48131,Duval County,TX,74679
13235,Pulaski County,GA,180106
20117,Marshall County,KS,163490
48403,Sabine County,TX,204177
19025,Calhoun County,IA,158868
22123,West Carroll Parish,LA,136291
28143,Tunica County,MS,160102
28097,Montgomery County,MS,124541
08125,Yuma County,CO,286689
28155,Webster County,MS,169768
05127,Scott County,AR,158507
29079,Grundy County,MO,120803
48507,Zavala County,TX,94551
48399,Runnels County,TX,138899
18101,Martin County,IN,206630
48369,Parmer County,TX,174712
13173,Lanier County,GA,218818
18155,Switzerland County,IN,259755
49015,Emery County,UT,305870
19161,Sac County,IA,176364
27151,Swift County,MN,203799
38055,McLean County,ND,226405
48315,Marion County,TX,148516
19039,Clarke County,IA,200165
27133,Rock County,MN,274487
38061,Mountrail County,ND,229355
22021,Caldwell Parish,LA,145207
27149,Stevens County,MN,217739
51049,Cumberland County,VA,292105
20107,Linn County,KS,182469
13317,Wilkes County,GA,166754
49019,Grand County,UT,587681
19091,Humboldt County,IA,167861
27173,Yellow Medicine County,MN,179511
13155,Irwin County,GA,160377
29093,Iron County,MO,164613
31179,Wayne County,NE,255765
45065,McCormick County,SC,324022
31033,Cheyenne County,NE,174806
40077,Latimer County,OK,149209
04011,Greenlee County,AZ,163856
13053,Chattahoochee County,GA,143288
20013,Brown County,KS,159432
37103,Jones County,NC,128584
16009,Benewah County,ID,351218
48043,Brewster County,TX,221177
40105,Nowata County,OK,178245
20159,Rice County,KS,120839
19089,Howard County,IA,207024
19063,Emmet County,IA,158509
08019,Clear Creek County,CO,567346
30001,Beaverhead County,MT,406220
30023,Deer Lodge County,MT,296403
31081,Hamilton County,NE,306555
21053,Clinton County,KY,151231
27117,Pipestone County,MN,204394
46023,Charles Mix County,SD,301483
17079,Jasper County,IL,175156
13167,Johnson County,GA,146028
20151,Pratt County,KS,129600
29185,Saint Clair County,MO,210177
28069,Kemper County,MS,136427
32033,White Pine County,NV,188748
55041,Forest County,WI,231169
21149,McLean County,KY,159588
48425,Somervell County,TX,417295
26119,Montmorency County,MI,185078
48429,Stephens County,TX,160571
22025,Catahoula Parish,LA,119821
28021,Claiborne County,MS,94962
13253,Seminole County,GA,140800
13273,Terrell County,GA,119724
27089,Marshall County,MN,208274
19051,Davis County,IA,235294
21091,Hancock County,KY,205091
20029,Cloud County,KS,121804
31039,Cuming County,NE,274425
30021,Dawson County,MT,204877
21055,Crittenden County,KY,121435
19147,Palo Alto County,IA,175483
21139,Livingston County,KY,149849
31137,Phelps County,NE,222198
13319,Wilkinson County,GA,143992
30095,Stillwater County,MT,496521
26003,Alger County,MI,221652
48335,Mitchell County,TX,96690
51159,Richmond County,VA,250076
29149,Oregon County,MO,169715
29025,Caldwell County,MO,245764
13287,Turner County,GA,136574
13315,Wilcox County,GA,129070
48127,Dimmit County,TX,131844
05077,Lee County,AR,92757
19073,Greene County,IA,178353
56035,Sublette County,WY,458393
40011,Blaine County,OK,105199
19133,Monona County,IA,163390
40151,Woods County,OK,119646
06049,Modoc County,CA,197967
16035,Clearwater County,ID,316398
20205,Wilson County,KS,106496
28157,Wilkinson County,MS,115797
01105,Perry County,AL,134023
13209,Montgomery County,GA,178018
21143,Lyon County,KY,180683
21077,Gallatin County,KY,204973
13165,Jenkins County,GA,155981
18007,Benton County,IN,205512
54085,Ritchie County,WV,115968
35037,Quay County,NM,99036
29153,Ozark County,MO,232732
13141,Hancock County,GA,213479
19117,Lucas County,IA,181679
29137,Monroe County,MO,223618
46125,Turner County,SD,304115
48009,Archer County,TX,246653
56031,Platte County,WY,277927
29033,Carroll County,MO,169538
51115,Mathews County,VA,356782
05097,Montgomery County,AR,217236
27029,Clearwater County,MN,258301
02220,Sitka Borough,AK,487247
40075,Kiowa County,OK,74950
21223,Trimble County,KY,244671
30057,Madison County,MT,761154
48237,Jack County,TX,235891
30087,Rosebud County,MT,235738
29125,Maries County,MO,251356
56019,Johnson County,WY,423439
31107,Knox County,NE,214046
18171,Warren County,IN,236992
29085,Hickory County,MO,203968
29061,Daviess County,MO,285890
54101,Webster County,WV,83346
38057,Mercer County,ND,242358
31027,Cedar County,NE,241467
54095,Tyler County,WV,109202
21023,Bracken County,KY,205035
31045,Dawes County,NE,190893
20031,Coffey County,KS,195440
46033,Custer County,SD,509751
31023,Butler County,NE,246087
12067,Lafayette County,FL,270417
47135,Perry County,TN,171775
31101,Keith County,NE,248558
05117,Prairie County,AR,151846
45005,Allendale County,SC,68316
13003,Atkinson County,GA,133142
28019,Choctaw County,MS,141470
51620,Franklin City,VA,237954
26013,Baraga County,MI,183709
47083,Houston County,TN,231861
29081,Harrison County,MO,132343
27101,Murray County,MN,259031
48193,Hamilton County,TX,278033
26135,Oscoda County,MI,150052
54015,Clay County,WV,119948
41037,Lake County,OR,198936
37075,Graham County,NC,230984
20027,Clay County,KS,173070
08113,San Miguel County,CO,1602520
13289,Twiggs County,GA,100587
17065,Hamilton County,IL,121439
38097,Traill County,ND,226386
54075,Pocahontas County,WV,183938
26153,Schoolcraft County,MI,202504
12077,Liberty County,FL,206955
48405,San Augustine County,TX,169343
16059,Lemhi County,ID,389056
54017,Doddridge County,WV,137838
28053,Humphreys County,MS,76696
20193,Thomas County,KS,180072
31147,Richardson County,NE,114401
05129,Searcy County,AR,183723
13269,Taylor County,GA,154930
16077,Power County,ID,273285
01063,Greene County,AL,133115
48083,Coleman County,TX,146561
21007,Ballard County,KY,137952
20003,Anderson County,KS,193308
22081,Red River Parish,LA,152299
56043,Washakie County,WY,276722
40093,Major County,OK,168220
19053,Decatur County,IA,165564
48501,Yoakum County,TX,189966
28037,Franklin County,MS,140761
31121,Merrick County,NE,230228
28009,Benton County,MS,160474
13181,Lincoln County,GA,264765
48307,McCulloch County,TX,162617
49025,Kane County,UT,432715
05025,Cleveland County,AR,153077
48495,Winkler County,TX,142688
54073,Pleasants County,WV,164416
19135,Monroe County,IA,173084
29057,Dade County,MO,201241
08021,Conejos County,CO,216304
47027,Clay County,TN,213737
13309,Wheeler County,GA,152799
13197,Marion County,GA,183420
30105,Valley County,MT,194467
46051,Grant County,SD,243716
20043,Doniphan County,KS,167119
16015,Boise County,ID,487077
21181,Nicholas County,KY,208846
54021,Gilmer County,WV,121708
22035,East Carroll Parish,LA,62063
20095,Kingman County,KS,175021
41025,Harney County,OR,222654
19195,Worth County,IA,192631
48069,Castro County,TX,139445
19001,Adair County,IA,202176
29041,Chariton County,MO,129846
20067,Grant County,KS,157427
08065,Lake County,CO,521421
21063,Elliott County,KY,154953
46067,Hutchinson County,SD,227355
51157,Rappahannock County,VA,580004
05101,Newton County,AR,230416
41063,Wallowa County,OR,444917
55091,Pepin County,WI,289888
50013,Grand Isle County,VT,471442
51678,Lexington City,VA,357617
28063,Jefferson County,MS,97512
31139,Pierce County,NE,251472
21129,Lee County,KY,135980
41023,Grant County,OR,295127
31095,Jefferson County,NE,142702
53019,Ferry County,WA,295359
19177,Van Buren County,IA,188873
47095,Lake County,TN,112338
29203,Shannon County,MO,175044
56011,Crook County,WY,429749
48111,Dallam County,TX,156458
30007,Broadwater County,MT,533765
42053,Forest County,PA,124539
48047,Brooks County,TX,71190
18161,Union County,IN,200873
19151,Pocahontas County,IA,102999
48175,Goliad County,TX,285593
08063,Kit Carson County,CO,239191
40141,Tillman County,OK,57359
48437,Swisher County,TX,102909
30005,Blaine County,MT,216940
31127,Nemaha County,NE,182999
46009,Bon Homme County,SD,179957
16029,Caribou County,ID,345265
46047,Fall River County,SD,287612
19093,Ida County,IA,193295
48017,Bailey County,TX,136699
49001,Beaver County,UT,319144
48283,La Salle County,TX,111964
30077,Powell County,MT,339821
17169,Schuyler County,IL,159059
38067,Pembina County,ND,144636
05095,Monroe County,AR,85544
56045,Weston County,WY,249386
20197,Wabaunsee County,KS,259704
02240,Southeast Fairbanks Borough,AK,291089
48391,Refugio County,TX,135844
54093,Tucker County,WV,210014
51036,Charles City County,VA,281812
31173,Thurston County,NE,173833
08055,Huerfano County,CO,273190
48075,Childress County,TX,138773
27073,Lac Qui Parle County,MN,218326
20167,Russell County,KS,119801
13065,Clinch County,GA,129164
31021,Burt County,NE,195245
19071,Fremont County,IA,188548
47067,Hancock County,TN,180026
51097,King and Queen County,VA,305356
51640,Galax City,VA,180798
32027,Pershing County,NV,226581
21237,Wolfe County,KY,139162
51530,Buena Vista City,VA,189828
29045,Clark County,MO,168676
05039,Dallas County,AR,118962
31099,Kearney County,NE,257547
51181,Surry County,VA,286782
21075,Fulton County,KY,92556
19185,Wayne County,IA,146440
13243,Randolph County,GA,98627
27107,Norman County,MN,185586
27167,Wilkin County,MN,226047
08103,Rio Blanco County,CO,333410
17071,Henderson County,IL,127534
47127,Moore County,TN,362877
31093,Howard County,NE,286314
38009,Bottineau County,ND,213484
54013,Calhoun County,WV,103434
13283,Treutlen County,GA,124859
46115,Spink County,SD,176037
20053,Ellsworth County,KS,148678
05073,Lafayette County,AR,98116
08109,Saguache County,CO,252909
20145,Pawnee County,KS,112020
46101,Moody County,SD,308440
05147,Woodruff County,AR,81280
17009,Brown County,IL,164743
48377,Presidio County,TX,226386
16007,Bear Lake County,ID,405904
31003,Antelope County,NE,221976
51021,Bland County,VA,192578
54071,Pendleton County,WV,217406
17047,Edwards County,IL,133773
29075,Gentry County,MO,137064
30099,Teton County,MT,366826
19143,Osceola County,IA,178689
21165,Menifee County,KY,132055
29179,Reynolds County,MO,162636
46057,Hamlin County,SD,351384
31035,Clay County,NE,185874
38005,Benson County,ND,146322
29205,Shelby County,MO,198797
47175,Van Buren County,TN,231565
55051,Iron County,WI,221486
20073,Greenwood County,KS,107710
29211,Sullivan County,MO,97041
27051,Grant County,MN,245343
21057,Cumberland County,KY,152428
08025,Crowley County,CO,157248
13201,Miller County,GA,162432
30073,Pondera County,MT,271432
50009,Essex County,VT,244027
20181,Sherman County,KS,153890
42113,Sullivan County,PA,216962
19173,Taylor County,IA,144038
18115,Ohio County,IN,285216
30015,Chouteau County,MT,316916
26131,Ontonagon County,MI,137917
20123,Mitchell County,KS,138047
31167,Stanton County,NE,271487
08011,Bent County,CO,125778
48065,Carson County,TX,166780
13263,Talbot County,GA,189934
08047,Gilpin County,CO,547743
20143,Ottawa County,KS,180438
48411,San Saba County,TX,213736
51595,Emporia City,VA,157745
40003,Alfalfa County,OK,86913
48169,Garza County,TX,132542
32015,Lander County,NV,260537
20069,Gray County,KS,249831
51580,Covington City,VA,113508
38073,Ransom County,ND,197992
46087,McCook County,SD,295674
13037,Calhoun County,GA,87735
19009,Audubon County,IA,162003
27081,Lincoln County,MN,208745
22023,Cameron Parish,LA,237699
