fips,name,income
29055,"Crawford County, Missouri",57629
29057,"Dade County, Missouri",53750
29059,"Dallas County, Missouri",53464
29061,"Daviess County, Missouri",63984
29063,"DeKalb County, Missouri",69826
29065,"Dent County, Missouri",56312
29067,"Douglas County, Missouri",45985
29069,"Dunklin County, Missouri",47849
29071,"Franklin County, Missouri",73165
29073,"Gasconade County, Missouri",64232
29075,"Gentry County, Missouri",55848
29077,"Greene County, Missouri",61479
29079,"Grundy County, Missouri",51975
29081,"Harrison County, Missouri",54367
29083,"Henry County, Missouri",57926
29085,"Hickory County, Missouri",39390
29087,"Holt County, Missouri",61187
29089,"Howard County, Missouri",65938
29091,"Howell County, Missouri",50993
29093,"Iron County, Missouri",48850
29095,"Jackson County, Missouri",68577
29097,"Jasper County, Missouri",60694
29099,"Jefferson County, Missouri",82851
29101,"Johnson County, Missouri",67272
29103,"Knox County, Missouri",57788
29105,"Laclede County, Missouri",53282
29107,"Lafayette County, Missouri",80612
29109,"Lawrence County, Missouri",61215
29111,"Lewis County, Missouri",59934
29113,"Lincoln County, Missouri",89278
29115,"Linn County, Missouri",61635
29117,"Livingston County, Missouri",63627
29119,"McDonald County, Missouri",52375
29121,"Macon County, Missouri",62357
29123,"Madison County, Missouri",54434
29125,"Maries County, Missouri",59455
29127,"Marion County, Missouri",62903
29129,"Mercer County, Missouri",62679
29131,"Miller County, Missouri",56736
29133,"Mississippi County, Missouri",48160
29135,"Moniteau County, Missouri",65715
29137,"Monroe County, Missouri",54516
29139,"Montgomery County, Missouri",65500
29141,"Morgan County, Missouri",53412
29143,"New Madrid County, Missouri",51881
29145,"Newton County, Missouri",66301
29147,"Nodaway County, Missouri",59315
29149,"Oregon County, Missouri",43069
29151,"Osage County, Missouri",76681
29153,"Ozark County, Missouri",44163
29155,"Pemiscot County, Missouri",40089
29157,"Perry County, Missouri",62981
29159,"Pettis County, Missouri",60430
29161,"Phelps County, Missouri",58396
29163,"Pike County, Missouri",54989
29165,"Platte County, Missouri",96227
29167,"Polk County, Missouri",59647
29169,"Pulaski County, Missouri",64466
29171,"Putnam County, Missouri",63510
29173,"Ralls County, Missouri",65388
29175,"Randolph County, Missouri",53033
29177,"Ray County, Missouri",74573
29179,"Reynolds County, Missouri",45028
29181,"Ripley County, Missouri",42037
29183,"St. Charles County, Missouri",104692
29185,"St. Clair County, Missouri",53043
29186,"Ste. Genevieve County, Missouri",66339
29187,"St. Francois County, Missouri",57477
29189,"St. Louis County, Missouri",82936
29195,"Saline County, Missouri",57931
29197,"Schuyler County, Missouri",61205
29199,"Scotland County, Missouri",68913
29201,"Scott County, Missouri",62782
29203,"Shannon County, Missouri",55222
29205,"Shelby County, Missouri",51594
29207,"Stoddard County, Missouri",57957
29209,"Stone County, Missouri",63520
29211,"Sullivan County, Missouri",56964
29213,"Taney County, Missouri",56497
29215,"Texas County, Missouri",50036
29217,"Vernon County, Missouri",52230
29219,"Warren County, Missouri",81209
29221,"Washington County, Missouri",56043
29223,"Wayne County, Missouri",47226
29225,"Webster County, Missouri",71155
29227,"Worth County, Missouri",47847
29229,"Wright County, Missouri",47909
29510,"St. Louis city, Missouri",56160
30001,"Beaverhead County, Montana",61268
30003,"Big Horn County, Montana",58750
30005,"Blaine County, Montana",64813
30007,"Broadwater County, Montana",70374
30009,"Carbon County, Montana",80261
30011,"Carter County, Montana",54167
30013,"Cascade County, Montana",67690
30015,"Chouteau County, Montana",58218
30017,"Custer County, Montana",70605
30019,"Daniels County, Montana",55625
30021,"Dawson County, Montana",71334
30023,"Deer Lodge County, Montana",57527
30025,"Fallon County, Montana",76250
30027,"Fergus County, Montana",63706
30029,"Flathead County, Montana",73925
30031,"Gallatin County, Montana",93528
30033,"Garfield County, Montana",69583
30035,"Glacier County, Montana",46875
30037,"Golden Valley County, Montana",58333
30039,"Granite County, Montana",59265
30041,"Hill County, Montana",52798
30043,"Jefferson County, Montana",95490
30045,"Judith Basin County, Montana",59000
30047,"Lake County, Montana",63360
30049,"Lewis and Clark County, Montana",78237
30051,"Liberty County, Montana",57857
30053,"Lincoln County, Montana",47143
30055,"McCone County, Montana",69375
30057,"Madison County, Montana",75250
30059,"Meagher County, Montana",71932
30061,"Mineral County, Montana",63450
30063,"Missoula County, Montana",75598
30065,"Musselshell County, Montana",58920
30067,"Park County, Montana",70047
30069,"Petroleum County, Montana",60208
30071,"Phillips County, Montana",53417
30073,"Pondera County, Montana",52338
30075,"Powder River County, Montana",67045
30077,"Powell County, Montana",66923
30079,"Prairie County, Montana",51250
30081,"Ravalli County, Montana",71283
30083,"Richland County, Montana",73084
30085,"Roosevelt County, Montana",57063
30087,"Rosebud County, Montana",49914
30089,"Sanders County, Montana",57476
30091,"Sheridan County, Montana",70147
30093,"Silver Bow County, Montana",61754
30095,"Stillwater County, Montana",84732
30097,"Sweet Grass County, Montana",77000
30099,"Teton County, Montana",70430
30101,"Toole County, Montana",57731
30103,"Treasure County, Montana",67917
30105,"Valley County, Montana",71695
30107,"Wheatland County, Montana",49489
30109,"Wibaux County, Montana",67462
30111,"Yellowstone County, Montana",76570
31001,"Adams County, Nebraska",68365
31003,"Antelope County, Nebraska",66105
31005,"Arthur County, Nebraska",76250
31007,"Banner County, Nebraska",78839
31009,"Blaine County, Nebraska",69583
31011,"Boone County, Nebraska",74947
31013,"Box Butte County, Nebraska",68892
31015,"Boyd County, Nebraska",67045
31017,"Brown County, Nebraska",54676
31019,"Buffalo County, Nebraska",75911
31021,"Burt County, Nebraska",63685
31023,"Butler County, Nebraska",79268
31025,"Cass County, Nebraska",91836
31027,"Cedar County, Nebraska",73578
31029,"Chase County, Nebraska",68173
31031,"Cherry County, Nebraska",66270
31033,"Cheyenne County, Nebraska",60348
31035,"Clay County, Nebraska",78986
31037,"Colfax County, Nebraska",82530
31039,"Cuming County, Nebraska",71104
31041,"Custer County, Nebraska",67906
31043,"Dakota County, Nebraska",70329
31045,"Dawes County, Nebraska",56280
31047,"Dawson County, Nebraska",69880
31049,"Deuel County, Nebraska",70096
31051,"Dixon County, Nebraska",72454
31053,"Dodge County, Nebraska",74329
31055,"Douglas County, Nebraska",80391
31057,"Dundy County, Nebraska",58922
31059,"Fillmore County, Nebraska",76295
31061,"Franklin County, Nebraska",60195
31063,"Frontier County, Nebraska",70132
31065,"Furnas County, Nebraska",61048
31067,"Gage County, Nebraska",67247
31069,"Garden County, Nebraska",41882
31071,"Garfield County, Nebraska",62804
31073,"Gosper County, Nebraska",77500
31075,"Grant County, Nebraska",70147
31077,"Greeley County, Nebraska",63929
31079,"Hall County, Nebraska",69251
31081,"Hamilton County, Nebraska",83994
31083,"Harlan County, Nebraska",70625
31085,"Hayes County, Nebraska",69250
31087,"Hitchcock County, Nebraska",51567
31089,"Holt County, Nebraska",68513
31091,"Hooker County, Nebraska",49464
31093,"Howard County, Nebraska",76767
31095,"Jefferson County, Nebraska",59044
31097,"Johnson County, Nebraska",57632
31099,"Kearney County, Nebraska",78631
31101,"Keith County, Nebraska",60645
31103,"Keya Paha County, Nebraska",64000
31105,"Kimball County, Nebraska",56712
31107,"Knox County, Nebraska",64636
31109,"Lancaster County, Nebraska",74793
31111,"Lincoln County, Nebraska",65148
31113,"Logan County, Nebraska",74271
31115,"Loup County, Nebraska",71667
31117,"McPherson County, Nebraska",58684
31119,"Madison County, Nebraska",63128
31121,"Merrick County, Nebraska",68354
31123,"Morrill County, Nebraska",58500
31125,"Nance County, Nebraska",65179
31127,"Nemaha County, Nebraska",60924
31129,"Nuckolls County, Nebraska",73976
31131,"Otoe County, Nebraska",82188
31133,"Pawnee County, Nebraska",62188
31135,"Perkins County, Nebraska",72778
31137,"Phelps County, Nebraska",68919
31139,"Pierce County, Nebraska",72357
31141,"Platte County, Nebraska",71552
31143,"Polk County, Nebraska",69768
31145,"Red Willow County, Nebraska",63697
31147,"Richardson County, Nebraska",60108
31149,"Rock County, Nebraska",58125
31151,"Saline County, Nebraska",79910
31153,"Sarpy County, Nebraska",103321
31155,"Saunders County, Nebraska",94066
31157,"Scotts Bluff County, Nebraska",63614
31159,"Seward County, Nebraska",82444
31161,"Sheridan County, Nebraska",60121
31163,"Sherman County, Nebraska",63578
31165,"Sioux County, Nebraska",53929
31167,"Stanton County, Nebraska",80687
31169,"Thayer County, Nebraska",66213
31171,"Thomas County, Nebraska",65000
31173,"Thurston County, Nebraska",69177
31175,"Valley County, Nebraska",61852
31177,"Washington County, Nebraska",94396
31179,"Wayne County, Nebraska",66215
31181,"Webster County, Nebraska",64347
31183,"Wheeler County, Nebraska",70250
31185,"York County, Nebraska",77757
32001,"Churchill County, Nevada",79163
32003,"Clark County, Nevada",76472
32005,"Douglas County, Nevada",90754
32007,"Elko County, Nevada",86487
32009,"Esmeralda County, Nevada",41715
32011,"Eureka County, Nevada",70473
32013,"Humboldt County, Nevada",81073
32015,"Lander County, Nevada",89014
32017,"Lincoln County, Nevada",72307
32019,"Lyon County, Nevada",80812
32021,"Mineral County, Nevada",54855
32023,"Nye County, Nevada",60714
32027,"Pershing County, Nevada",66902
32029,"Storey County, Nevada",93409
32031,"Washoe County, Nevada",88096
32033,"White Pine County, Nevada",72865
32510,"Carson City, Nevada",72355
33001,"Belknap County, New Hampshire",92783
33003,"Carroll County, New Hampshire",86463
33005,"Cheshire County, New Hampshire",83329
33007,"Coos County, New Hampshire",57677
33009,"Grafton County, New Hampshire",88261
33011,"Hillsborough County, New Hampshire",103545
33013,"Merrimack County, New Hampshire",97004
33015,"Rockingham County, New Hampshire",118331
33017,"Strafford County, New Hampshire",88570
33019,"Sullivan County, New Hampshire",80858
34001,"Atlantic County, New Jersey",78050
34003,"Bergen County, New Jersey",124884
34005,"Burlington County, New Jersey",108111
34007,"Camden County, New Jersey",88755
34009,"Cape May County, New Jersey",91128
34011,"Cumberland County, New Jersey",67436
34013,"Essex County, New Jersey",80789
34015,"Gloucester County, New Jersey",105115
34017,"Hudson County, New Jersey",91795
34019,"Hunterdon County, New Jersey",141715
34021,"Mercer County, New Jersey",100645
34023,"Middlesex County, New Jersey",111549
34025,"Monmouth County, New Jersey",124845
34027,"Morris County, New Jersey",137326
34029,"Ocean County, New Jersey",89863
34031,"Passaic County, New Jersey",87522
34033,"Salem County, New Jersey",79960
34035,"Somerset County, New Jersey",140374
34037,"Sussex County, New Jersey",116186
34039,"Union County, New Jersey",103202
34041,"Warren County, New Jersey",100869
35001,"Bernalillo County, New Mexico",69473
35003,"Catron County, New Mexico",49864
35005,"Chaves County, New Mexico",52938
35006,"Cibola County, New Mexico",50759
35007,"Colfax County, New Mexico",53554
35009,"Curry County, New Mexico",57309
35013,"Doña Ana County, New Mexico",56848
35015,"Eddy County, New Mexico",78426
35017,"Grant County, New Mexico",44958
35019,"Guadalupe County, New Mexico",42750
35021,"Harding County, New Mexico",48553
35023,"Hidalgo County, New Mexico",48882
35025,"Lea County, New Mexico",68015
35027,"Lincoln County, New Mexico",53303
35028,"Los Alamos County, New Mexico",147139
35029,"Luna County, New Mexico",36419
35031,"McKinley County, New Mexico",47668
35033,"Mora County, New Mexico",53663
35035,"Otero County, New Mexico",55876
35037,"Quay County, New Mexico",41946
35039,"Rio Arriba County, New Mexico",57155
35041,"Roosevelt County, New Mexico",52685
35043,"Sandoval County, New Mexico",86636
35045,"San Juan County, New Mexico",55872
35047,"San Miguel County, New Mexico",49431
35049,"Santa Fe County, New Mexico",79071
35051,"Sierra County, New Mexico",41600
35053,"Socorro County, New Mexico",36570
35055,"Taos County, New Mexico",58950
35057,"Torrance County, New Mexico",57842
35059,"Union County, New Mexico",46694
35061,"Valencia County, New Mexico",58933
36001,"Albany County, New York",85333
36003,"Allegany County, New York",62869
36005,"Bronx County, New York",48676
36007,"Broome County, New York",62616
36009,"Cattaraugus County, New York",59540
36011,"Cayuga County, New York",67904
36013,"Chautauqua County, New York",58351
36015,"Chemung County, New York",63716
36017,"Chenango County, New York",62948
36019,"Clinton County, New York",71224
36021,"Columbia County, New York",81528
36023,"Cortland County, New York",70418
36025,"Delaware County, New York",63337
36027,"Dutchess County, New York",99478
36029,"Erie County, New York",72839
36031,"Essex County, New York",71661
36033,"Franklin County, New York",65151
36035,"Fulton County, New York",66533
36037,"Genesee County, New York",73314
36039,"Greene County, New York",77945
36041,"Hamilton County, New York",68835
36043,"Herkimer County, New York",68515
36045,"Jefferson County, New York",66301
36047,"Kings County, New York",80263
36049,"Lewis County, New York",68182
36051,"Livingston County, New York",74001
36053,"Madison County, New York",75499
36055,"Monroe County, New York",76382
36057,"Montgomery County, New York",64943
36059,"Nassau County, New York",146202
36061,"New York County, New York",103931
36063,"Niagara County, New York",69633
36065,"Oneida County, New York",70154
36067,"Onondaga County, New York",76945
36069,"Ontario County, New York",82324
36071,"Orange County, New York",97178
36073,"Orleans County, New York",65969
36075,"Oswego County, New York",69183
36077,"Otsego County, New York",68885
36079,"Putnam County, New York",126257
36081,"Queens County, New York",86136
36083,"Rensselaer County, New York",87915
36085,"Richmond County, New York",98333
36087,"Rockland County, New York",109959
36089,"St. Lawrence County, New York",62850
36091,"Saratoga County, New York",100787
36093,"Schenectady County, New York",79623
36095,"Schoharie County, New York",70133
36097,"Schuyler County, New York",67663
36099,"Seneca County, New York",68089
36101,"Steuben County, New York",65887
36103,"Suffolk County, New York",130686
36105,"Sullivan County, New York",72382
36107,"Tioga County, New York",72739
36109,"Tompkins County, New York",74024
36111,"Ulster County, New York",86271
36113,"Warren County, New York",78442
36115,"Washington County, New York",73495
36117,"Wayne County, New York",74506
36119,"Westchester County, New York",118976
36121,"Wyoming County, New York",69110
36123,"Yates County, New York",69701
37001,"Alamance County, North Carolina",65651
37003,"Alexander County, North Carolina",65354
37005,"Alleghany County, North Carolina",47172
37007,"Anson County, North Carolina",47302
37009,"Ashe County, North Carolina",56866
37011,"Avery County, North Carolina",61428
37013,"Beaufort County, North Carolina",58357
37015,"Bertie County, North Carolina",48750
37017,"Bladen County, North Carolina",42422
37019,"Brunswick County, North Carolina",77024
37021,"Buncombe County, North Carolina",74436
37023,"Burke County, North Carolina",58592
37025,"Cabarrus County, North Carolina",89005
37027,"Caldwell County, North Carolina",56425
37029,"Camden County, North Carolina",91078
37031,"Carteret County, North Carolina",72322
37033,"Caswell County, North Carolina",59755
37035,"Catawba County, North Carolina",67864
37037,"Chatham County, North Carolina",94317
37039,"Cherokee County, North Carolina",53628
37041,"Chowan County, North Carolina",53864
37043,"Clay County, North Carolina",56971
37045,"Cleveland County, North Carolina",58534
37047,"Columbus County, North Carolina",49442
37049,"Craven County, North Carolina",65873
37051,"Cumberland County, North Carolina",61291
37053,"Currituck County, North Carolina",93511
37055,"Dare County, North Carolina",88994
37057,"Davidson County, North Carolina",64172
37059,"Davie County, North Carolina",75057
37061,"Duplin County, North Carolina",55148
37063,"Durham County, North Carolina",82316
37065,"Edgecombe County, North Carolina",51265
37067,"Forsyth County, North Carolina",67165
37069,"Franklin County, North Carolina",74240
37071,"Gaston County, North Carolina",67478
37073,"Gates County, North Carolina",66333
37075,"Graham County, North Carolina",49684
37077,"Granville County, North Carolina",71111
37079,"Greene County, North Carolina",53244
37081,"Guilford County, North Carolina",68642
37083,"Halifax County, North Carolina",45590
37085,"Harnett County, North Carolina",71287
37087,"Haywood County, North Carolina",61912
37089,"Henderson County, North Carolina",68187
37091,"Hertford County, North Carolina",45537
37093,"Hoke County, North Carolina",64912
37095,"Hyde County, North Carolina",53713
37097,"Iredell County, North Carolina",81419
37099,"Jackson County, North Carolina",55815
37101,"Johnston County, North Carolina",83384
37103,"Jones County, North Carolina",59641
37105,"Lee County, North Carolina",65387
37107,"Lenoir County, North Carolina",45143
37109,"Lincoln County, North Carolina",80016
37111,"McDowell County, North Carolina",57168
37113,"Macon County, North Carolina",59061
37115,"Madison County, North Carolina",58531
37117,"Martin County, North Carolina",48578
37119,"Mecklenburg County, North Carolina",87005
37121,"Mitchell County, North Carolina",57602
37123,"Montgomery County, North Carolina",57766
37125,"Moore County, North Carolina",86080
37127,"Nash County, North Carolina",62426
37129,"New Hanover County, North Carolina",75166
37131,"Northampton County, North Carolina",50086
37133,"Onslow County, North Carolina",68148
37135,"Orange County, North Carolina",90089
37137,"Pamlico County, North Carolina",59717
37139,"Pasquotank County, North Carolina",66589
37141,"Pender County, North Carolina",80396
37143,"Perquimans County, North Carolina",67917
37145,"Person County, North Carolina",63300
37147,"Pitt County, North Carolina",58188
37149,"Polk County, North Carolina",67758
37151,"Randolph County, North Carolina",61022
37153,"Richmond County, North Carolina",44883
37155,"Robeson County, North Carolina",41978
37157,"Rockingham County, North Carolina",57053
37159,"Rowan County, North Carolina",65725
37161,"Rutherford County, North Carolina",51410
37163,"Sampson County, North Carolina",52432
37165,"Scotland County, North Carolina",45730
37167,"Stanly County, North Carolina",60704
37169,"Stokes County, North Carolina",62969
37171,"Surry County, North Carolina",55656
37173,"Swain County, North Carolina",52349
37175,"Transylvania County, North Carolina",66184
37177,"Tyrrell County, North Carolina",41685
37179,"Union County, North Carolina",102900
37181,"Vance County, North Carolina",50465
37183,"Wake County, North Carolina",105768
37185,"Warren County, North Carolina",50638
37187,"Washington County, North Carolina",41813
37189,"Watauga County, North Carolina",51693
37191,"Wayne County, North Carolina",59733
37193,"Wilkes County, North Carolina",51721
37195,"Wilson County, North Carolina",56423
37197,"Yadkin County, North Carolina",62932
37199,"Yancey County, North Carolina",58709
38001,"Adams County, North Dakota",62500
38003,"Barnes County, North Dakota",68038
38005,"Benson County, North Dakota",64033
38007,"Billings County, North Dakota",86806
38009,"Bottineau County, North Dakota",85000
38011,"Bowman County, North Dakota",72109
38013,"Burke County, North Dakota",91591
38015,"Burleigh County, North Dakota",86851
38017,"Cass County, North Dakota",75555
38019,"Cavalier County, North Dakota",69531
38021,"Dickey County, North Dakota",68654
38023,"Divide County, North Dakota",91852
38025,"Dunn County, North Dakota",97689
38027,"Eddy County, North Dakota",50850
38029,"Emmons County, North Dakota",66538
38031,"Foster County, North Dakota",87831
38033,"Golden Valley County, North Dakota",68021
38035,"Grand Forks County, North Dakota",68075
38037,"Grant County, North Dakota",57875
38039,"Griggs County, North Dakota",61711
38041,"Hettinger County, North Dakota",73026
38043,"Kidder County, North Dakota",65610
38045,"LaMoure County, North Dakota",80664
38047,"Logan County, North Dakota",62750
38049,"McHenry County, North Dakota",80733
38051,"McIntosh County, North Dakota",64419
38053,"McKenzie County, North Dakota",93404
38055,"McLean County, North Dakota",83583
38057,"Mercer County, North Dakota",80946
38059,"Morton County, North Dakota",79382
38061,"Mountrail County, North Dakota",80717
38063,"Nelson County, North Dakota",67193
38065,"Oliver County, North Dakota",77240
38067,"Pembina County, North Dakota",68393
38069,"Pierce County, North Dakota",59365
38071,"Ramsey County, North Dakota",61006
38073,"Ransom County, North Dakota",75736
38075,"Renville County, North Dakota",74301
38077,"Richland County, North Dakota",75432
38079,"Rolette County, North Dakota",59517
38081,"Sargent County, North Dakota",77946
38083,"Sheridan County, North Dakota",62639
38085,"Sioux County, North Dakota",42083
38087,"Slope County, North Dakota",71250
38089,"Stark County, North Dakota",84449
38091,"Steele County, North Dakota",77500
38093,"Stutsman County, North Dakota",61856
38095,"Towner County, North Dakota",67350
38097,"Traill County, North Dakota",87004
38099,"Walsh County, North Dakota",71944
38101,"Ward County, North Dakota",78238
38103,"Wells County, North Dakota",66114
38105,"Williams County, North Dakota",85595
39001,"Adams County, Ohio",50264
39003,"Allen County, Ohio",64038
39005,"Ashland County, Ohio",69860
39007,"Ashtabula County, Ohio",57728
39009,"Athens County, Ohio",56001
39011,"Auglaize County, Ohio",78660
39013,"Belmont County, Ohio",57017
39015,"Brown County, Ohio",71270
39017,"Butler County, Ohio",81590
39019,"Carroll County, Ohio",64835
39021,"Champaign County, Ohio",75556
39023,"Clark County, Ohio",63132
39025,"Clermont County, Ohio",85510
39027,"Clinton County, Ohio",70407
39029,"Columbiana County, Ohio",58180
39031,"Coshocton County, Ohio",55577
39033,"Crawford County, Ohio",58044
39035,"Cuyahoga County, Ohio",64468
39037,"Darke County, Ohio",64486
39039,"Defiance County, Ohio",73064
39041,"Delaware County, Ohio",133540
39043,"Erie County, Ohio",71993
39045,"Fairfield County, Ohio",90966
39047,"Fayette County, Ohio",63275
39049,"Franklin County, Ohio",75176
39051,"Fulton County, Ohio",72864
39053,"Gallia County, Ohio",56830
39055,"Geauga County, Ohio",107860
39057,"Greene County, Ohio",87309
39059,"Guernsey County, Ohio",58478
39061,"Hamilton County, Ohio",72470
39063,"Hancock County, Ohio",73141
39065,"Hardin County, Ohio",62484
39067,"Harrison County, Ohio",54414
39069,"Henry County, Ohio",80099
39071,"Highland County, Ohio",65785
39073,"Hocking County, Ohio",62960
39075,"Holmes County, Ohio",76140
39077,"Huron County, Ohio",67878
39079,"Jackson County, Ohio",57106
39081,"Jefferson County, Ohio",59055
39083,"Knox County, Ohio",73878
39085,"Lake County, Ohio",80925
39087,"Lawrence County, Ohio",58325
39089,"Licking County, Ohio",84426
39091,"Logan County, Ohio",71551
39093,"Lorain County, Ohio",73347
39095,"Lucas County, Ohio",62224
39097,"Madison County, Ohio",87045
39099,"Mahoning County, Ohio",56942
39101,"Marion County, Ohio",59371
39103,"Medina County, Ohio",94968
39105,"Meigs County, Ohio",46873
39107,"Mercer County, Ohio",76782
39109,"Miami County, Ohio",76817
39111,"Monroe County, Ohio",60134
39113,"Montgomery County, Ohio",66139
39115,"Morgan County, Ohio",59351
39117,"Morrow County, Ohio",75283
39119,"Muskingum County, Ohio",60780
39121,"Noble County, Ohio",56098
39123,"Ottawa County, Ohio",76101
39125,"Paulding County, Ohio",67731
39127,"Perry County, Ohio",67460
39129,"Pickaway County, Ohio",74040
39131,"Pike County, Ohio",52736
39133,"Portage County, Ohio",75766
39135,"Preble County, Ohio",69223
39137,"Putnam County, Ohio",84928
39139,"Richland County, Ohio",59509
39141,"Ross County, Ohio",61303
39143,"Sandusky County, Ohio",62295
39145,"Scioto County, Ohio",50609
39147,"Seneca County, Ohio",66025
39149,"Shelby County, Ohio",73978
39151,"Stark County, Ohio",67934
39153,"Summit County, Ohio",71622
39155,"Trumbull County, Ohio",56435
39157,"Tuscarawas County, Ohio",65044
39159,"Union County, Ohio",112322
39161,"Van Wert County, Ohio",67917
39163,"Vinton County, Ohio",55336
39165,"Warren County, Ohio",110132
39167,"Washington County, Ohio",63603
39169,"Wayne County, Ohio",73574
39171,"Williams County, Ohio",61048
39173,"Wood County, Ohio",74216
39175,"Wyandot County, Ohio",69768
40001,"Adair County, Oklahoma",48041
40003,"Alfalfa County, Oklahoma",64615
40005,"Atoka County, Oklahoma",54785
40007,"Beaver County, Oklahoma",64276
40009,"Beckham County, Oklahoma",53328
40011,"Blaine County, Oklahoma",61642
40013,"Bryan County, Oklahoma",57225
40015,"Caddo County, Oklahoma",55353
40017,"Canadian County, Oklahoma",87751
40019,"Carter County, Oklahoma",60723
40021,"Cherokee County, Oklahoma",53218
40023,"Choctaw County, Oklahoma",44081
40025,"Cimarron County, Oklahoma",62188
40027,"Cleveland County, Oklahoma",77068
40029,"Coal County, Oklahoma",50423
40031,"Comanche County, Oklahoma",60761
40033,"Cotton County, Oklahoma",58425
40035,"Craig County, Oklahoma",51922
40037,"Creek County, Oklahoma",62338
40039,"Custer County, Oklahoma",59738
40041,"Delaware County, Oklahoma",56676
40043,"Dewey County, Oklahoma",62569
40045,"Ellis County, Oklahoma",61016
40047,"Garfield County, Oklahoma",66182
40049,"Garvin County, Oklahoma",58556
40051,"Grady County, Oklahoma",75419
40053,"Grant County, Oklahoma",60758
40055,"Greer County, Oklahoma",59406
40057,"Harmon County, Oklahoma",43333
40059,"Harper County, Oklahoma",64053
40061,"Haskell County, Oklahoma",49806
40063,"Hughes County, Oklahoma",51581
40065,"Jackson County, Oklahoma",62799
40067,"Jefferson County, Oklahoma",48668
40069,"Johnston County, Oklahoma",52688
40071,"Kay County, Oklahoma",58423
40073,"Kingfisher County, Oklahoma",71975
40075,"Kiowa County, Oklahoma",44962
40077,"Latimer County, Oklahoma",41405
40079,"Le Flore County, Oklahoma",51565
40081,"Lincoln County, Oklahoma",62216
40083,"Logan County, Oklahoma",83899
40085,"Love County, Oklahoma",66580
40087,"McClain County, Oklahoma",84552
40089,"McCurtain County, Oklahoma",51929
40091,"McIntosh County, Oklahoma",46281
40093,"Major County, Oklahoma",71266
40095,"Marshall County, Oklahoma",57245
40097,"Mayes County, Oklahoma",60305
40099,"Murray County, Oklahoma",66322
40101,"Muskogee County, Oklahoma",53619
40103,"Noble County, Oklahoma",66365
40105,"Nowata County, Oklahoma",54333
40107,"Okfuskee County, Oklahoma",48363
40109,"Oklahoma County, Oklahoma",66679
40111,"Okmulgee County, Oklahoma",54029
40113,"Osage County, Oklahoma",62847
40115,"Ottawa County, Oklahoma",49947
40117,"Pawnee County, Oklahoma",58738
40119,"Payne County, Oklahoma",49809
40121,"Pittsburg County, Oklahoma",55310
40123,"Pontotoc County, Oklahoma",63017
40125,"Pottawatomie County, Oklahoma",61398
40127,"Pushmataha County, Oklahoma",47940
40129,"Roger Mills County, Oklahoma",66094
40131,"Rogers County, Oklahoma",80067
40133,"Seminole County, Oklahoma",48062
40135,"Sequoyah County, Oklahoma",51093
40137,"Stephens County, Oklahoma",61620
40139,"Texas County, Oklahoma",60069
40141,"Tillman County, Oklahoma",48939
40143,"Tulsa County, Oklahoma",69009
40145,"Wagoner County, Oklahoma",81207
40147,"Washington County, Oklahoma",60162
40149,"Washita County, Oklahoma",63501
40151,"Woods County, Oklahoma",53275
40153,"Woodward County, Oklahoma",61417
41001,"Baker County, Oregon",60936
41003,"Benton County, Oregon",77702
41005,"Clackamas County, Oregon",103517
41007,"Clatsop County, Oregon",71822
41009,"Columbia County, Oregon",87458
41011,"Coos County, Oregon",62143
41013,"Crook County, Oregon",81965
41015,"Curry County, Oregon",62244
41017,"Deschutes County, Oregon",92758
41019,"Douglas County, Oregon",61310
41021,"Gilliam County, Oregon",66917
41023,"Grant County, Oregon",59450
41025,"Harney County, Oregon",55208
41027,"Hood River County, Oregon",88947
41029,"Jackson County, Oregon",73999
41031,"Jefferson County, Oregon",76260
41033,"Josephine County, Oregon",60098
41035,"Klamath County, Oregon",58830
41037,"Lake County, Oregon",62787
41039,"Lane County, Oregon",71544
41041,"Lincoln County, Oregon",63165
41043,"Linn County, Oregon",76329
41045,"Malheur County, Oregon",54519
41047,"Marion County, Oregon",77351
41049,"Morrow County, Oregon",75448
41051,"Multnomah County, Oregon",88766
41053,"Polk County, Oregon",85118
41055,"Sherman County, Oregon",60161
41057,"Tillamook County, Oregon",69105
41059,"Umatilla County, Oregon",67728
41061,"Union County, Oregon",65661
41063,"Wallowa County, Oregon",67112
41065,"Wasco County, Oregon",64175
41067,"Washington County, Oregon",107772
41069,"Wheeler County, Oregon",55284
41071,"Yamhill County, Oregon",90063
42001,"Adams County, Pennsylvania",84092
42003,"Allegheny County, Pennsylvania",78548
42005,"Armstrong County, Pennsylvania",65008
42007,"Beaver County, Pennsylvania",71089
42009,"Bedford County, Pennsylvania",59992
42011,"Berks County, Pennsylvania",79777
42013,"Blair County, Pennsylvania",62382
42015,"Bradford County, Pennsylvania",63675
42017,"Bucks County, Pennsylvania",114764
42019,"Butler County, Pennsylvania",89843
42021,"Cambria County, Pennsylvania",58418
42023,"Cameron County, Pennsylvania",50573
42025,"Carbon County, Pennsylvania",67554
42027,"Centre County, Pennsylvania",74291
42029,"Chester County, Pennsylvania",127208
42031,"Clarion County, Pennsylvania",62649
42033,"Clearfield County, Pennsylvania",62152
42035,"Clinton County, Pennsylvania",60816
42037,"Columbia County, Pennsylvania",64644
42039,"Crawford County, Pennsylvania",60476
42041,"Cumberland County, Pennsylvania",87494
42043,"Dauphin County, Pennsylvania",76242
