fips,name,income
18143,"Scott County, Indiana",56352
18145,"Shelby County, Indiana",72190
18147,"Spencer County, Indiana",74506
18149,"Starke County, Indiana",63960
18151,"Steuben County, Indiana",74911
18153,"Sullivan County, Indiana",56204
18155,"Switzerland County, Indiana",65343
18157,"Tippecanoe County, Indiana",60636
18159,"Tipton County, Indiana",76156
18161,"Union County, Indiana",76424
18163,"Vanderburgh County, Indiana",61648
18165,"Vermillion County, Indiana",60200
18167,"Vigo County, Indiana",52976
18169,"Wabash County, Indiana",66806
18171,"Warren County, Indiana",82425
18173,"Warrick County, Indiana",89844
18175,"Washington County, Indiana",64641
18177,"Wayne County, Indiana",55692
18179,"Wells County, Indiana",71957
18181,"White County, Indiana",67303
18183,"Whitley County, Indiana",78083
19001,"Adair County, Iowa",68092
19003,"Adams County, Iowa",71875
19005,"Allamakee County, Iowa",70694
19007,"Appanoose County, Iowa",54934
19009,"Audubon County, Iowa",58229
19011,"Benton County, Iowa",86962
19013,"Black Hawk County, Iowa",66417
19015,"Boone County, Iowa",83531
19017,"Bremer County, Iowa",86784
19019,"Buchanan County, Iowa",78236
19021,"Buena Vista County, Iowa",71719
19023,"Butler County, Iowa",73715
19025,"Calhoun County, Iowa",64964
19027,"Carroll County, Iowa",72930
19029,"Cass County, Iowa",63013
19031,"Cedar County, Iowa",80602
19033,"Cerro Gordo County, Iowa",68189
19035,"Cherokee County, Iowa",71269
19037,"Chickasaw County, Iowa",75675
19039,"Clarke County, Iowa",71641
19041,"Clay County, Iowa",65428
19043,"Clayton County, Iowa",67242
19045,"Clinton County, Iowa",66981
19047,"Crawford County, Iowa",67027
19049,"Dallas County, Iowa",102379
19051,"Davis County, Iowa",77194
19053,"Decatur County, Iowa",59044
19055,"Delaware County, Iowa",74989
19057,"Des Moines County, Iowa",62928
19059,"Dickinson County, Iowa",75432
19061,"Dubuque County, Iowa",77630
19063,"Emmet County, Iowa",63730
19065,"Fayette County, Iowa",60165
19067,"Floyd County, Iowa",68557
19069,"Franklin County, Iowa",59894
19071,"Fremont County, Iowa",71621
19073,"Greene County, Iowa",63409
19075,"Grundy County, Iowa",87205
19077,"Guthrie County, Iowa",77711
19079,"Hamilton County, Iowa",72432
19081,"Hancock County, Iowa",70601
19083,"Hardin County, Iowa",65069
19085,"Harrison County, Iowa",79535
19087,"Henry County, Iowa",67436
19089,"Howard County, Iowa",67446
19091,"Humboldt County, Iowa",71946
19093,"Ida County, Iowa",63073
19095,"Iowa County, Iowa",71223
19097,"Jackson County, Iowa",74186
19099,"Jasper County, Iowa",71311
19101,"Jefferson County, Iowa",61620
19103,"Johnson County, Iowa",74935
19105,"Jones County, Iowa",73531
19107,"Keokuk County, Iowa",62329
19109,"Kossuth County, Iowa",67697
19111,"Lee County, Iowa",62382
19113,"Linn County, Iowa",77649
19115,"Louisa County, Iowa",77354
19117,"Lucas County, Iowa",61793
19119,"Lyon County, Iowa",76746
19121,"Madison County, Iowa",90855
19123,"Mahaska County, Iowa",70940
19125,"Marion County, Iowa",78680
19127,"Marshall County, Iowa",73315
19129,"Mills County, Iowa",90753
19131,"Mitchell County, Iowa",71365
19133,"Monona County, Iowa",68377
19135,"Monroe County, Iowa",70996
19137,"Montgomery County, Iowa",63666
19139,"Muscatine County, Iowa",69396
19141,"O'Brien County, Iowa",68356
19143,"Osceola County, Iowa",69239
19145,"Page County, Iowa",57953
19147,"Palo Alto County, Iowa",72781
19149,"Plymouth County, Iowa",83251
19151,"Pocahontas County, Iowa",61875
19153,"Polk County, Iowa",83576
19155,"Pottawattamie County, Iowa",73602
19157,"Poweshiek County, Iowa",67391
19159,"Ringgold County, Iowa",73346
19161,"Sac County, Iowa",73838
19163,"Scott County, Iowa",78277
19165,"Shelby County, Iowa",72738
19167,"Sioux County, Iowa",86098
19169,"Story County, Iowa",69685
19171,"Tama County, Iowa",70781
19173,"Taylor County, Iowa",67740
19175,"Union County, Iowa",57772
19177,"Van Buren County, Iowa",61161
19179,"Wapello County, Iowa",64766
19181,"Warren County, Iowa",94588
19183,"Washington County, Iowa",75647
19185,"Wayne County, Iowa",61964
19187,"Webster County, Iowa",68975
19189,"Winnebago County, Iowa",67642
19191,"Winneshiek County, Iowa",79066
19193,"Woodbury County, Iowa",73658
19195,"Worth County, Iowa",78008
19197,"Wright County, Iowa",67190
20001,"Allen County, Kansas",60689
20003,"Anderson County, Kansas",70614
20005,"Atchison County, Kansas",61112
20007,"Barber County, Kansas",61926
20009,"Barton County, Kansas",58851
20011,"Bourbon County, Kansas",59238
20013,"Brown County, Kansas",62233
20015,"Butler County, Kansas",81610
20017,"Chase County, Kansas",56484
20019,"Chautauqua County, Kansas",56438
20021,"Cherokee County, Kansas",57668
20023,"Cheyenne County, Kansas",55429
20025,"Clark County, Kansas",63043
20027,"Clay County, Kansas",66176
20029,"Cloud County, Kansas",58770
20031,"Coffey County, Kansas",70346
20033,"Comanche County, Kansas",54545
20035,"Cowley County, Kansas",57878
20037,"Crawford County, Kansas",52844
20039,"Decatur County, Kansas",53870
20041,"Dickinson County, Kansas",68417
20043,"Doniphan County, Kansas",74028
20045,"Douglas County, Kansas",69746
20047,"Edwards County, Kansas",52692
20049,"Elk County, Kansas",64609
20051,"Ellis County, Kansas",63084
20053,"Ellsworth County, Kansas",65560
20055,"Finney County, Kansas",73009
20057,"Ford County, Kansas",70781
20059,"Franklin County, Kansas",77207
20061,"Geary County, Kansas",59317
20063,"Gove County, Kansas",66029
20065,"Graham County, Kansas",50650
20067,"Grant County, Kansas",66476
20069,"Gray County, Kansas",79122
20071,"Greeley County, Kansas",80565
20073,"Greenwood County, Kansas",60042
20075,"Hamilton County, Kansas",70250
20077,"Harper County, Kansas",53488
20079,"Harvey County, Kansas",74368
20081,"Haskell County, Kansas",66162
20083,"Hodgeman County, Kansas",59955
20085,"Jackson County, Kansas",75215
20087,"Jefferson County, Kansas",81278
20089,"Jewell County, Kansas",52634
20091,"Johnson County, Kansas",109208
20093,"Kearny County, Kansas",89135
20095,"Kingman County, Kansas",59842
20097,"Kiowa County, Kansas",75539
20099,"Labette County, Kansas",56325
20101,"Lane County, Kansas",54526
20103,"Leavenworth County, Kansas",89218
20105,"Lincoln County, Kansas",57500
20107,"Linn County, Kansas",59069
20109,"Logan County, Kansas",75662
20111,"Lyon County, Kansas",59912
20113,"McPherson County, Kansas",78851
20115,"Marion County, Kansas",64695
20117,"Marshall County, Kansas",68419
20119,"Meade County, Kansas",71852
20121,"Miami County, Kansas",89000
20123,"Mitchell County, Kansas",64246
20125,"Montgomery County, Kansas",55697
20127,"Morris County, Kansas",58686
20129,"Morton County, Kansas",66447
20131,"Nemaha County, Kansas",77348
20133,"Neosho County, Kansas",56618
20135,"Ness County, Kansas",68616
20137,"Norton County, Kansas",54050
20139,"Osage County, Kansas",74467
20141,"Osborne County, Kansas",63011
20143,"Ottawa County, Kansas",74018
20145,"Pawnee County, Kansas",63517
20147,"Phillips County, Kansas",62123
20149,"Pottawatomie County, Kansas",92325
20151,"Pratt County, Kansas",66022
20153,"Rawlins County, Kansas",67742
20155,"Reno County, Kansas",60645
20157,"Republic County, Kansas",56833
20159,"Rice County, Kansas",63925
20161,"Riley County, Kansas",61098
20163,"Rooks County, Kansas",62500
20165,"Rush County, Kansas",59970
20167,"Russell County, Kansas",62392
20169,"Saline County, Kansas",65422
20171,"Scott County, Kansas",68839
20173,"Sedgwick County, Kansas",69365
20175,"Seward County, Kansas",63827
20177,"Shawnee County, Kansas",67104
20179,"Sheridan County, Kansas",73750
20181,"Sherman County, Kansas",61750
20183,"Smith County, Kansas",59135
20185,"Stafford County, Kansas",64226
20187,"Stanton County, Kansas",71700
20189,"Stevens County, Kansas",64178
20191,"Sumner County, Kansas",63951
20193,"Thomas County, Kansas",71325
20195,"Trego County, Kansas",81528
20197,"Wabaunsee County, Kansas",76908
20199,"Wallace County, Kansas",63207
20201,"Washington County, Kansas",65482
20203,"Wichita County, Kansas",79063
20205,"Wilson County, Kansas",60677
20207,"Woodson County, Kansas",50326
20209,"Wyandotte County, Kansas",63631
21001,"Adair County, Kentucky",53553
21003,"Allen County, Kentucky",61403
21005,"Anderson County, Kentucky",74488
21007,"Ballard County, Kentucky",66164
21009,"Barren County, Kentucky",50628
21011,"Bath County, Kentucky",56541
21013,"Bell County, Kentucky",31354
21015,"Boone County, Kentucky",99414
21017,"Bourbon County, Kentucky",61354
21019,"Boyd County, Kentucky",61118
21021,"Boyle County, Kentucky",61159
21023,"Bracken County, Kentucky",66319
21025,"Breathitt County, Kentucky",34808
21027,"Breckinridge County, Kentucky",55843
21029,"Bullitt County, Kentucky",80558
21031,"Butler County, Kentucky",56092
21033,"Caldwell County, Kentucky",59583
21035,"Calloway County, Kentucky",52706
21037,"Campbell County, Kentucky",77567
21039,"Carlisle County, Kentucky",62439
21041,"Carroll County, Kentucky",56466
21043,"Carter County, Kentucky",51235
21045,"Casey County, Kentucky",45510
21047,"Christian County, Kentucky",55494
21049,"Clark County, Kentucky",64348
21051,"Clay County, Kentucky",40900
21053,"Clinton County, Kentucky",44844
21055,"Crittenden County, Kentucky",46656
21057,"Cumberland County, Kentucky",40000
21059,"Daviess County, Kentucky",68214
21061,"Edmonson County, Kentucky",54937
21063,"Elliott County, Kentucky",45776
21065,"Estill County, Kentucky",46051
21067,"Fayette County, Kentucky",69479
21069,"Fleming County, Kentucky",49307
21071,"Floyd County, Kentucky",41279
21073,"Franklin County, Kentucky",65298
21075,"Fulton County, Kentucky",38217
21077,"Gallatin County, Kentucky",63346
21079,"Garrard County, Kentucky",63087
21081,"Grant County, Kentucky",69178
21083,"Graves County, Kentucky",50772
21085,"Grayson County, Kentucky",50757
21087,"Green County, Kentucky",46798
21089,"Greenup County, Kentucky",60751
21091,"Hancock County, Kentucky",65464
21093,"Hardin County, Kentucky",67647
21095,"Harlan County, Kentucky",41693
21097,"Harrison County, Kentucky",66442
21099,"Hart County, Kentucky",52285
21101,"Henderson County, Kentucky",58851
21103,"Henry County, Kentucky",63347
21105,"Hickman County, Kentucky",60867
21107,"Hopkins County, Kentucky",56815
21109,"Jackson County, Kentucky",40000
21111,"Jefferson County, Kentucky",69866
21113,"Jessamine County, Kentucky",74576
21115,"Johnson County, Kentucky",44904
21117,"Kenton County, Kentucky",80548
21119,"Knott County, Kentucky",41761
21121,"Knox County, Kentucky",32527
21123,"Larue County, Kentucky",67067
21125,"Laurel County, Kentucky",57771
21127,"Lawrence County, Kentucky",46772
21129,"Lee County, Kentucky",37568
21131,"Leslie County, Kentucky",35934
21133,"Letcher County, Kentucky",41793
21135,"Lewis County, Kentucky",46838
21137,"Lincoln County, Kentucky",52440
21139,"Livingston County, Kentucky",58984
21141,"Logan County, Kentucky",60382
21143,"Lyon County, Kentucky",65066
21145,"McCracken County, Kentucky",64373
21147,"McCreary County, Kentucky",33750
21149,"McLean County, Kentucky",65596
21151,"Madison County, Kentucky",63351
21153,"Magoffin County, Kentucky",33080
21155,"Marion County, Kentucky",59627
21157,"Marshall County, Kentucky",65831
21159,"Martin County, Kentucky",37042
21161,"Mason County, Kentucky",52178
21163,"Meade County, Kentucky",74355
21165,"Menifee County, Kentucky",45096
21167,"Mercer County, Kentucky",64824
21169,"Metcalfe County, Kentucky",51473
21171,"Monroe County, Kentucky",51280
21173,"Montgomery County, Kentucky",56396
21175,"Morgan County, Kentucky",47913
21177,"Muhlenberg County, Kentucky",51927
21179,"Nelson County, Kentucky",69562
21181,"Nicholas County, Kentucky",59531
21183,"Ohio County, Kentucky",57798
21185,"Oldham County, Kentucky",122497
21187,"Owen County, Kentucky",61134
21189,"Owsley County, Kentucky",22188
21191,"Pendleton County, Kentucky",64669
21193,"Perry County, Kentucky",42181
21195,"Pike County, Kentucky",44312
21197,"Powell County, Kentucky",40309
21199,"Pulaski County, Kentucky",51898
21201,"Robertson County, Kentucky",51830
21203,"Rockcastle County, Kentucky",48862
21205,"Rowan County, Kentucky",54321
21207,"Russell County, Kentucky",44738
21209,"Scott County, Kentucky",85158
21211,"Shelby County, Kentucky",82604
21213,"Simpson County, Kentucky",59858
21215,"Spencer County, Kentucky",102618
21217,"Taylor County, Kentucky",60456
21219,"Todd County, Kentucky",61103
21221,"Trigg County, Kentucky",59857
21223,"Trimble County, Kentucky",66027
21225,"Union County, Kentucky",60327
21227,"Warren County, Kentucky",65794
21229,"Washington County, Kentucky",61616
21231,"Wayne County, Kentucky",45739
21233,"Webster County, Kentucky",59628
21235,"Whitley County, Kentucky",44615
21237,"Wolfe County, Kentucky",30417
21239,"Woodford County, Kentucky",83788
22001,"Acadia Parish, Louisiana",45562
22003,"Allen Parish, Louisiana",46469
22005,"Ascension Parish, Louisiana",91549
22007,"Assumption Parish, Louisiana",51423
22009,"Avoyelles Parish, Louisiana",39325
22011,"Beauregard Parish, Louisiana",65944
22013,"Bienville Parish, Louisiana",35011
22015,"Bossier Parish, Louisiana",69617
22017,"Caddo Parish, Louisiana",50705
22019,"Calcasieu Parish, Louisiana",67564
22021,"Caldwell Parish, Louisiana",47028
22023,"Cameron Parish, Louisiana",75278
22025,"Catahoula Parish, Louisiana",50275
22027,"Claiborne Parish, Louisiana",32831
22029,"Concordia Parish, Louisiana",39943
22031,"De Soto Parish, Louisiana",48578
22033,"East Baton Rouge Parish, Louisiana",63071
22035,"East Carroll Parish, Louisiana",33341
22037,"East Feliciana Parish, Louisiana",73085
22039,"Evangeline Parish, Louisiana",41915
22041,"Franklin Parish, Louisiana",47020
22043,"Grant Parish, Louisiana",64016
22045,"Iberia Parish, Louisiana",56961
22047,"Iberville Parish, Louisiana",54000
22049,"Jackson Parish, Louisiana",44925
22051,"Jefferson Parish, Louisiana",65252
22053,"Jefferson Davis Parish, Louisiana",57341
22055,"Lafayette Parish, Louisiana",67451
22057,"Lafourche Parish, Louisiana",63135
22059,"LaSalle Parish, Louisiana",68497
22061,"Lincoln Parish, Louisiana",39172
22063,"Livingston Parish, Louisiana",80122
22065,"Madison Parish, Louisiana",35456
22067,"Morehouse Parish, Louisiana",39454
22069,"Natchitoches Parish, Louisiana",46292
22071,"Orleans Parish, Louisiana",56631
22073,"Ouachita Parish, Louisiana",54688
22075,"Plaquemines Parish, Louisiana",86315
22077,"Pointe Coupee Parish, Louisiana",65961
22079,"Rapides Parish, Louisiana",54967
22081,"Red River Parish, Louisiana",49167
22083,"Richland Parish, Louisiana",53544
22085,"Sabine Parish, Louisiana",50329
22087,"St. Bernard Parish, Louisiana",58651
22089,"St. Charles Parish, Louisiana",80897
22091,"St. Helena Parish, Louisiana",41934
22093,"St. James Parish, Louisiana",65531
22095,"St. John the Baptist Parish, Louisiana",66630
22097,"St. Landry Parish, Louisiana",44462
22099,"St. Martin Parish, Louisiana",55960
22101,"St. Mary Parish, Louisiana",52576
22103,"St. Tammany Parish, Louisiana",81202
22105,"Tangipahoa Parish, Louisiana",56760
22107,"Tensas Parish, Louisiana",36615
22109,"Terrebonne Parish, Louisiana",64836
22111,"Union Parish, Louisiana",42885
22113,"Vermilion Parish, Louisiana",55707
22115,"Vernon Parish, Louisiana",57270
22117,"Washington Parish, Louisiana",45380
22119,"Webster Parish, Louisiana",41182
22121,"West Baton Rouge Parish, Louisiana",87299
22123,"West Carroll Parish, Louisiana",49134
22125,"West Feliciana Parish, Louisiana",77452
22127,"Winn Parish, Louisiana",48871
23001,"Androscoggin County, Maine",67873
23003,"Aroostook County, Maine",56700
23005,"Cumberland County, Maine",95677
23007,"Franklin County, Maine",58675
23009,"Hancock County, Maine",72744
23011,"Kennebec County, Maine",69077
23013,"Knox County, Maine",74096
23015,"Lincoln County, Maine",76875
23017,"Oxford County, Maine",60173
23019,"Penobscot County, Maine",66356
23021,"Piscataquis County, Maine",61345
23023,"Sagadahoc County, Maine",87806
23025,"Somerset County, Maine",58179
23027,"Waldo County, Maine",72782
23029,"Washington County, Maine",56024
23031,"York County, Maine",88333
24001,"Allegany County, Maryland",59603
24003,"Anne Arundel County, Maryland",124911
24005,"Baltimore County, Maryland",91768
24009,"Calvert County, Maryland",133922
24011,"Caroline County, Maryland",68457
24013,"Carroll County, Maryland",118211
24015,"Cecil County, Maryland",92007
24017,"Charles County, Maryland",122816
24019,"Dorchester County, Maryland",61839
24021,"Frederick County, Maryland",122002
24023,"Garrett County, Maryland",67688
24025,"Harford County, Maryland",112265
24027,"Howard County, Maryland",149763
24029,"Kent County, Maryland",80147
24031,"Montgomery County, Maryland",132450
24033,"Prince George's County, Maryland",101798
24035,"Queen Anne's County, Maryland",112826
24037,"St. Mary's County, Maryland",119446
24039,"Somerset County, Maryland",64943
24041,"Talbot County, Maryland",84811
24043,"Washington County, Maryland",77747
24045,"Wicomico County, Maryland",76210
24047,"Worcester County, Maryland",81745
24510,"Baltimore city, Maryland",62177
25001,"Barnstable County, Massachusetts",95241
25003,"Berkshire County, Massachusetts",76013
25005,"Bristol County, Massachusetts",85625
25007,"Dukes County, Massachusetts",125786
25009,"Essex County, Massachusetts",101883
25011,"Franklin County, Massachusetts",74907
25013,"Hampden County, Massachusetts",71306
25015,"Hampshire County, Massachusetts",87001
25017,"Middlesex County, Massachusetts",130847
25019,"Nantucket County, Massachusetts",139688
25021,"Norfolk County, Massachusetts",130739
25023,"Plymouth County, Massachusetts",114201
25025,"Suffolk County, Massachusetts",95631
25027,"Worcester County, Massachusetts",95939
26001,"Alcona County, Michigan",54993
26003,"Alger County, Michigan",61286
26005,"Allegan County, Michigan",83283
26007,"Alpena County, Michigan",53950
26009,"Antrim County, Michigan",72054
26011,"Arenac County, Michigan",58811
26013,"Baraga County, Michigan",55327
26015,"Barry County, Michigan",77500
26017,"Bay County, Michigan",61763
26019,"Benzie County, Michigan",74834
26021,"Berrien County, Michigan",65425
26023,"Branch County, Michigan",63724
26025,"Calhoun County, Michigan",63177
26027,"Cass County, Michigan",70443
26029,"Charlevoix County, Michigan",76531
26031,"Cheboygan County, Michigan",62875
26033,"Chippewa County, Michigan",62217
26035,"Clare County, Michigan",49384
26037,"Clinton County, Michigan",88210
26039,"Crawford County, Michigan",60392
26041,"Delta County, Michigan",57809
26043,"Dickinson County, Michigan",65156
26045,"Eaton County, Michigan",79597
26047,"Emmet County, Michigan",78112
26049,"Genesee County, Michigan",62281
26051,"Gladwin County, Michigan",55349
26053,"Gogebic County, Michigan",52732
26055,"Grand Traverse County, Michigan",81647
26057,"Gratiot County, Michigan",63556
26059,"Hillsdale County, Michigan",64242
26061,"Houghton County, Michigan",58899
26063,"Huron County, Michigan",58870
26065,"Ingham County, Michigan",65526
26067,"Ionia County, Michigan",75611
26069,"Iosco County, Michigan",50066
26071,"Iron County, Michigan",55940
26073,"Isabella County, Michigan",55237
26075,"Jackson County, Michigan",66073
26077,"Kalamazoo County, Michigan",72532
26079,"Kalkaska County, Michigan",68578
26081,"Kent County, Michigan",82631
26083,"Keweenaw County, Michigan",52583
26085,"Lake County, Michigan",50805
26087,"Lapeer County, Michigan",77306
26089,"Leelanau County, Michigan",99422
26091,"Lenawee County, Michigan",70518
26093,"Livingston County, Michigan",103039
26095,"Luce County, Michigan",54893
26097,"Mackinac County, Michigan",63909
26099,"Macomb County, Michigan",77837
26101,"Manistee County, Michigan",63516
26103,"Marquette County, Michigan",65429
26105,"Mason County, Michigan",64748
26107,"Mecosta County, Michigan",60951
26109,"Menominee County, Michigan",56435
26111,"Midland County, Michigan",77705
26113,"Missaukee County, Michigan",66194
26115,"Monroe County, Michigan",77335
26117,"Montcalm County, Michigan",67344
26119,"Montmorency County, Michigan",49756
26121,"Muskegon County, Michigan",65024
26123,"Newaygo County, Michigan",63304
26125,"Oakland County, Michigan",97760
26127,"Oceana County, Michigan",62417
26129,"Ogemaw County, Michigan",54666
26131,"Ontonagon County, Michigan",54398
26133,"Osceola County, Michigan",58267
26135,"Oscoda County, Michigan",49515
26137,"Otsego County, Michigan",68183
26139,"Ottawa County, Michigan",90502
26141,"Presque Isle County, Michigan",59321
26143,"Roscommon County, Michigan",55246
26145,"Saginaw County, Michigan",60622
26147,"St. Clair County, Michigan",71270
26149,"St. Joseph County, Michigan",66425
26151,"Sanilac County, Michigan",58863
26153,"Schoolcraft County, Michigan",56782
26155,"Shiawassee County, Michigan",67404
26157,"Tuscola County, Michigan",63811
26159,"Van Buren County, Michigan",68114
26161,"Washtenaw County, Michigan",89180
26163,"Wayne County, Michigan",60539
26165,"Wexford County, Michigan",61085
27001,"Aitkin County, Minnesota",60833
27003,"Anoka County, Minnesota",101869
27005,"Becker County, Minnesota",71388
27007,"Beltrami County, Minnesota",68975
27009,"Benton County, Minnesota",74410
27011,"Big Stone County, Minnesota",70400
27013,"Blue Earth County, Minnesota",74477
27015,"Brown County, Minnesota",69378
27017,"Carlton County, Minnesota",80573
27019,"Carver County, Minnesota",125946
27021,"Cass County, Minnesota",68874
27023,"Chippewa County, Minnesota",71458
27025,"Chisago County, Minnesota",99400
27027,"Clay County, Minnesota",81172
27029,"Clearwater County, Minnesota",64475
27031,"Cook County, Minnesota",72638
27033,"Cottonwood County, Minnesota",72941
27035,"Crow Wing County, Minnesota",72589
27037,"Dakota County, Minnesota",106318
27039,"Dodge County, Minnesota",95739
27041,"Douglas County, Minnesota",79043
27043,"Faribault County, Minnesota",66815
27045,"Fillmore County, Minnesota",77512
27047,"Freeborn County, Minnesota",71023
27049,"Goodhue County, Minnesota",84171
27051,"Grant County, Minnesota",73917
27053,"Hennepin County, Minnesota",97653
27055,"Houston County, Minnesota",79825
27057,"Hubbard County, Minnesota",71995
27059,"Isanti County, Minnesota",87440
27061,"Itasca County, Minnesota",68603
27063,"Jackson County, Minnesota",75743
27065,"Kanabec County, Minnesota",71460
27067,"Kandiyohi County, Minnesota",76592
27069,"Kittson County, Minnesota",76100
27071,"Koochiching County, Minnesota",66940
27073,"Lac qui Parle County, Minnesota",74432
27075,"Lake County, Minnesota",75541
27077,"Lake of the Woods County, Minnesota",77546
27079,"Le Sueur County, Minnesota",94968
27081,"Lincoln County, Minnesota",69694
27083,"Lyon County, Minnesota",75303
27085,"McLeod County, Minnesota",80084
27087,"Mahnomen County, Minnesota",59441
27089,"Marshall County, Minnesota",72543
27091,"Martin County, Minnesota",59507
27093,"Meeker County, Minnesota",75446
27095,"Mille Lacs County, Minnesota",72729
27097,"Morrison County, Minnesota",69446
27099,"Mower County, Minnesota",73074
27101,"Murray County, Minnesota",74033
27103,"Nicollet County, Minnesota",79756
27105,"Nobles County, Minnesota",66101
27107,"Norman County, Minnesota",72260
27109,"Olmsted County, Minnesota",95406
27111,"Otter Tail County, Minnesota",72255
27113,"Pennington County, Minnesota",77325
27115,"Pine County, Minnesota",71146
27117,"Pipestone County, Minnesota",69628
27119,"Polk County, Minnesota",73107
27121,"Pope County, Minnesota",76220
27123,"Ramsey County, Minnesota",81568
27125,"Red Lake County, Minnesota",77188
27127,"Redwood County, Minnesota",67866
27129,"Renville County, Minnesota",70625
27131,"Rice County, Minnesota",83181
27133,"Rock County, Minnesota",71295
27135,"Roseau County, Minnesota",74474
27137,"St. Louis County, Minnesota",70069
27139,"Scott County, Minnesota",119314
27141,"Sherburne County, Minnesota",105466
27143,"Sibley County, Minnesota",77634
27145,"Stearns County, Minnesota",77066
27147,"Steele County, Minnesota",84196
27149,"Stevens County, Minnesota",75733
27151,"Swift County, Minnesota",60412
27153,"Todd County, Minnesota",67662
27155,"Traverse County, Minnesota",62989
27157,"Wabasha County, Minnesota",82007
27159,"Wadena County, Minnesota",61467
27161,"Waseca County, Minnesota",76261
27163,"Washington County, Minnesota",115345
27165,"Watonwan County, Minnesota",71699
27167,"Wilkin County, Minnesota",71410
27169,"Winona County, Minnesota",70744
27171,"Wright County, Minnesota",107209
27173,"Yellow Medicine County, Minnesota",74000
28001,"Adams County, Mississippi",43644
28003,"Alcorn County, Mississippi",51260
28005,"Amite County, Mississippi",37222
28007,"Attala County, Mississippi",51639
28009,"Benton County, Mississippi",46016
28011,"Bolivar County, Mississippi",39585
28013,"Calhoun County, Mississippi",43125
28015,"Carroll County, Mississippi",59327
28017,"Chickasaw County, Mississippi",43586
28019,"Choctaw County, Mississippi",50919
28021,"Claiborne County, Mississippi",31897
28023,"Clarke County, Mississippi",46108
28025,"Clay County, Mississippi",43125
28027,"Coahoma County, Mississippi",37461
28029,"Copiah County, Mississippi",49089
28031,"Covington County, Mississippi",45051
28033,"DeSoto County, Mississippi",85297
28035,"Forrest County, Mississippi",53640
28037,"Franklin County, Mississippi",52939
28039,"George County, Mississippi",59758
28041,"Greene County, Mississippi",54276
28043,"Grenada County, Mississippi",48804
28045,"Hancock County, Mississippi",67708
28047,"Harrison County, Mississippi",59479
28049,"Hinds County, Mississippi",49402
28051,"Holmes County, Mississippi",32538
28053,"Humphreys County, Mississippi",33731
28055,"Issaquena County, Mississippi",31429
28057,"Itawamba County, Mississippi",55546
28059,"Jackson County, Mississippi",66201
28061,"Jasper County, Mississippi",48660
28063,"Jefferson County, Mississippi",38305
28065,"Jefferson Davis County, Mississippi",38548
28067,"Jones County, Mississippi",52216
28069,"Kemper County, Mississippi",46431
28071,"Lafayette County, Mississippi",67185
28073,"Lamar County, Mississippi",70909
28075,"Lauderdale County, Mississippi",50817
28077,"Lawrence County, Mississippi",43531
28079,"Leake County, Mississippi",50728
28081,"Lee County, Mississippi",67863
28083,"Leflore County, Mississippi",35277
28085,"Lincoln County, Mississippi",51119
28087,"Lowndes County, Mississippi",53812
28089,"Madison County, Mississippi",83441
28091,"Marion County, Mississippi",45110
28093,"Marshall County, Mississippi",53458
28095,"Monroe County, Mississippi",51866
28097,"Montgomery County, Mississippi",41748
28099,"Neshoba County, Mississippi",57013
28101,"Newton County, Mississippi",50540
28103,"Noxubee County, Mississippi",33833
28105,"Oktibbeha County, Mississippi",46695
28107,"Panola County, Mississippi",45945
28109,"Pearl River County, Mississippi",58135
28111,"Perry County, Mississippi",49634
28113,"Pike County, Mississippi",43814
28115,"Pontotoc County, Mississippi",51484
28117,"Prentiss County, Mississippi",49724
28119,"Quitman County, Mississippi",32412
28121,"Rankin County, Mississippi",79357
28123,"Scott County, Mississippi",48786
28125,"Sharkey County, Mississippi",40000
28127,"Simpson County, Mississippi",56381
28129,"Smith County, Mississippi",60916
28131,"Stone County, Mississippi",61413
28133,"Sunflower County, Mississippi",39956
28135,"Tallahatchie County, Mississippi",37466
28137,"Tate County, Mississippi",69704
28139,"Tippah County, Mississippi",52542
28141,"Tishomingo County, Mississippi",53040
28143,"Tunica County, Mississippi",39364
28145,"Union County, Mississippi",55505
28147,"Walthall County, Mississippi",48905
28149,"Warren County, Mississippi",59401
28151,"Washington County, Mississippi",42165
28153,"Wayne County, Mississippi",37619
28155,"Webster County, Mississippi",58789
28157,"Wilkinson County, Mississippi",35311
28159,"Winston County, Mississippi",53031
28161,"Yalobusha County, Mississippi",49151
28163,"Yazoo County, Mississippi",39295
29001,"Adair County, Missouri",61536
29003,"Andrew County, Missouri",75625
29005,"Atchison County, Missouri",58750
29007,"Audrain County, Missouri",59448
29009,"Barry County, Missouri",58346
29011,"Barton County, Missouri",51635
29013,"Bates County, Missouri",60733
29015,"Benton County, Missouri",52567
29017,"Bollinger County, Missouri",63814
29019,"Boone County, Missouri",72758
29021,"Buchanan County, Missouri",62158
29023,"Butler County, Missouri",49089
29025,"Caldwell County, Missouri",64806
29027,"Callaway County, Missouri",74176
29029,"Camden County, Missouri",66387
29031,"Cape Girardeau County, Missouri",68464
29033,"Carroll County, Missouri",62154
29035,"Carter County, Missouri",50000
29037,"Cass County, Missouri",87535
29039,"Cedar County, Missouri",48181
29041,"Chariton County, Missouri",71520
29043,"Christian County, Missouri",83437
29045,"Clark County, Missouri",51781
29047,"Clay County, Missouri",88468
29049,"Clinton County, Missouri",70627
29051,"Cole County, Missouri",74876
29053,"Cooper County, Missouri",70625
