County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
Hyde,NC,North Carolina,60.51,2421,14.71,0.000000,852,0.031003,2830,186.4,2568,0.301,0.103,0.113,-0.3879,-0.3354,-0.9751
Iredell,NC,North Carolina,65.66,110875,34.11,0.000000,853,0.362202,532,14971.8,98,0.402,0.901,0.835,-0.0631,0.4422,0.9027
Jackson,NC,North Carolina,53.76,21942,31.11,0.000000,854,0.133118,1920,476.9,2368,0.202,0.659,0.779,-0.8139,-0.1954,0.6126
Johnston,NC,North Carolina,60.06,124678,28.90,0.000000,855,0.264810,999,9045.3,263,0.291,0.910,0.733,-0.4166,0.5411,0.3987
Jones,NC,North Carolina,62.40,5463,19.77,0.000000,856,0.087462,2340,527.6,2315,0.339,0.258,0.369,-0.2687,-0.3136,-0.4849
Lee,NC,North Carolina,58.14,30081,21.31,0.000000,857,0.187867,1490,1655.3,1584,0.257,0.731,0.452,-0.5376,-0.1371,-0.3366
Lenoir,NC,North Carolina,52.95,27503,16.35,0.000000,858,0.136704,1883,455.7,2394,0.192,0.712,0.191,-0.8647,-0.1556,-0.8165
Madison,NC,North Carolina,60.75,13621,32.21,0.000000,859,0.161650,1695,1081.0,1920,0.305,0.530,0.803,-0.3728,-0.2551,0.7187
Martin,NC,North Carolina,54.83,12040,16.72,0.000000,860,0.104728,2170,349.3,2465,0.212,0.494,0.210,-0.7467,-0.2664,-0.7810
Mecklenburg,NC,North Carolina,32.51,577505,49.22,0.000000,861,0.036556,2777,-91982.1,3126,0.037,0.988,0.965,-2.1544,3.7876,2.3656
Moore,NC,North Carolina,64.12,61790,41.00,0.000000,862,0.307546,772,7170.9,388,0.367,0.838,0.919,-0.1605,0.0902,1.5700
Nash,NC,North Carolina,50.37,52471,22.08,0.000000,863,0.133008,1922,99.2,2604,0.163,0.816,0.492,-1.0276,0.0234,-0.2622
New Hanover,NC,North Carolina,48.98,138734,45.39,0.000000,864,0.135093,1901,-738.3,2808,0.147,0.919,0.946,-1.1156,0.6419,1.9947
Northampton,NC,North Carolina,42.38,9215,17.88,0.000000,865,0.037492,2770,-466.5,2777,0.091,0.412,0.266,-1.5321,-0.2867,-0.6682
Orange,NC,North Carolina,23.70,87807,61.76,0.000000,866,0.011414,3020,-26896.7,3071,0.013,0.878,0.994,-2.7108,0.2768,3.5790
Pamlico,NC,North Carolina,65.56,7976,25.40,0.000000,867,0.144720,1824,1066.8,1931,0.402,0.360,0.632,-0.0695,-0.2956,0.0599
Pasquotank,NC,North Carolina,51.80,20343,27.55,0.000000,868,0.116480,2070,196.1,2562,0.182,0.640,0.699,-0.9378,-0.2069,0.2679
Person,NC,North Carolina,61.30,22036,19.34,0.000000,869,0.208560,1345,1872.3,1475,0.316,0.660,0.343,-0.3379,-0.1948,-0.5271
Pitt,NC,North Carolina,46.37,87130,33.83,0.000000,870,0.107116,2154,-1818.8,2878,0.122,0.878,0.831,-1.2801,0.2719,0.8754
Polk,NC,North Carolina,62.04,13068,36.22,0.000000,871,0.171495,1610,1210.8,1829,0.333,0.515,0.865,-0.2917,-0.2591,1.1073
Richmond,NC,North Carolina,60.04,19873,16.04,0.000000,872,0.185076,1512,1437.8,1695,0.291,0.636,0.175,-0.4179,-0.2103,-0.8462
Robeson,NC,North Carolina,63.39,46770,14.68,0.000000,873,0.284710,890,5032.3,622,0.355,0.802,0.111,-0.2064,-0.0174,-0.9780
Sampson,NC,North Carolina,64.46,28201,16.24,0.000000,874,0.269250,972,3388.3,956,0.375,0.718,0.185,-0.1389,-0.1506,-0.8273
Scotland,NC,North Carolina,53.10,14626,16.65,0.000000,875,0.106860,2155,256.1,2523,0.195,0.548,0.206,-0.8553,-0.2479,-0.7878
Swain,NC,North Carolina,61.13,7052,21.44,0.000000,876,0.101712,2201,586.7,2265,0.312,0.326,0.460,-0.3488,-0.3022,-0.3237
Transylvania,NC,North Carolina,55.30,20780,39.96,0.000000,877,0.139105,1866,674.1,2197,0.215,0.647,0.910,-0.7165,-0.2038,1.4693
Tyrrell,NC,North Carolina,60.16,1757,13.03,0.000000,878,0.019992,2927,129.2,2592,0.294,0.068,0.062,-0.4101,-0.3401,-1.1378
Union,NC,North Carolina,61.91,139355,40.49,0.000000,879,0.302351,801,12719.0,131,0.329,0.919,0.914,-0.2999,0.6463,1.5206
Vance,NC,North Carolina,42.87,20092,17.19,0.000000,880,0.061344,2560,-934.7,2825,0.096,0.639,0.237,-1.5008,-0.2087,-0.7346
Wake,NC,North Carolina,36.22,653580,57.16,0.000000,881,0.050490,2649,-73263.8,3118,0.051,0.990,0.987,-1.9205,4.3330,3.1336
Warren,NC,North Carolina,39.71,10013,18.90,0.000000,882,0.032266,2822,-749.2,2812,0.073,0.442,0.317,-1.7005,-0.2810,-0.5697
Washington,NC,North Carolina,46.57,5944,14.83,0.000000,883,0.034844,2799,-116.5,2710,0.124,0.281,0.119,-1.2677,-0.3101,-0.9637
Watauga,NC,North Carolina,46.09,33095,48.08,0.000000,884,0.088893,2323,-751.8,2814,0.119,0.747,0.960,-1.2977,-0.1155,2.2547
Wayne,NC,North Carolina,57.67,54762,21.74,0.000000,885,0.205500,1368,2792.8,1119,0.250,0.822,0.476,-0.5674,0.0399,-0.2943
Wilson,NC,North Carolina,49.32,40045,21.74,0.000000,886,0.117478,2062,-140.0,2717,0.151,0.778,0.476,-1.0941,-0.0656,-0.2948
Yancey,NC,North Carolina,66.55,11283,25.06,0.000000,887,0.203520,1385,1654.3,1585,0.424,0.480,0.620,-0.0068,-0.2719,0.0269
Barnes,ND,North Dakota,66.14,5339,30.68,0.000000,888,0.104742,2169,753.6,2146,0.414,0.253,0.770,-0.0331,-0.3145,0.5705
Benson,ND,North Dakota,58.09,2002,21.86,0.000000,889,0.020560,2923,109.3,2598,0.257,0.080,0.482,-0.5406,-0.3384,-0.2826
Cass,ND,North Dakota,52.69,90851,42.65,0.000000,890,0.166887,1649,1359.2,1740,0.189,0.883,0.931,-0.8812,0.2986,1.7294
Grand Forks,ND,North Dakota,57.70,31411,38.00,0.000000,891,0.185000,1513,1609.5,1602,0.250,0.740,0.889,-0.5655,-0.1275,1.2790
Nelson,ND,North Dakota,64.79,1761,29.43,0.000000,892,0.026044,2871,218.7,2548,0.383,0.068,0.743,-0.1178,-0.3401,0.4495
Ransom,ND,North Dakota,62.70,2649,22.89,0.000000,893,0.039444,2758,264.6,2517,0.346,0.114,0.528,-0.2497,-0.3338,-0.1835
Rolette,ND,North Dakota,35.02,4075,17.96,0.000000,894,0.008556,3049,-515.6,2788,0.046,0.186,0.270,-1.9964,-0.3235,-0.6605
Sargent,ND,North Dakota,64.86,2043,18.22,0.000000,895,0.031734,2825,255.3,2524,0.387,0.082,0.282,-0.1138,-0.3381,-0.6356
Sioux,ND,North Dakota,29.91,953,16.26,0.000000,896,0.000650,3138,-188.2,2729,0.026,0.025,0.186,-2.3190,-0.3459,-0.8252
Steele,ND,North Dakota,61.28,1015,28.85,0.000000,897,0.008848,3046,86.0,2610,0.316,0.028,0.733,-0.3394,-0.3455,0.3939
Traill,ND,North Dakota,64.40,4115,30.86,0.000000,898,0.071060,2462,491.4,2356,0.374,0.190,0.773,-0.1427,-0.3232,0.5880
Dakota,NE,Nebraska,64.28,6120,14.56,0.000000,899,0.108252,2138,722.3,2166,0.372,0.291,0.108,-0.1501,-0.3089,-0.9899
Dodge,NE,Nebraska,65.65,16443,21.99,0.000000,900,0.234768,1178,2218.4,1330,0.402,0.584,0.487,-0.0637,-0.2349,-0.2708
Douglas,NE,Nebraska,44.23,273403,42.11,0.000000,901,0.103680,2182,-9818.6,2995,0.108,0.960,0.928,-1.4154,1.6074,1.6771
Lancaster,NE,Nebraska,47.08,157633,41.87,0.000000,902,0.119841,2036,-2577.2,2913,0.129,0.929,0.926,-1.2353,0.7774,1.6538
Saline,NE,Nebraska,66.03,5655,21.80,0.000000,903,0.108915,2129,790.5,2115,0.411,0.265,0.478,-0.0397,-0.3122,-0.2887
Sarpy,NE,Nebraska,55.16,100735,42.61,0.000000,904,0.191530,1463,3164.2,1008,0.214,0.895,0.931,-0.7255,0.3695,1.7252
Thurston,NE,Nebraska,52.99,2123,22.18,0.000000,905,0.016320,2977,35.7,2636,0.192,0.085,0.497,-0.8624,-0.3375,-0.2521
Belknap,NH,New Hampshire,55.97,40676,33.55,0.000000,906,0.174720,1582,1520.4,1642,0.224,0.780,0.827,-0.6747,-0.0611,0.8488
Carroll,NH,New Hampshire,50.28,34658,38.65,0.000000,907,0.122902,2010,49.0,2624,0.163,0.754,0.896,-1.0335,-0.1043,1.3421
Cheshire,NH,New Hampshire,44.25,45389,35.54,0.000000,908,0.086184,2349,-1623.6,2865,0.108,0.798,0.857,-1.4142,-0.0273,1.0413
Coos,NH,New Hampshire,56.19,17322,20.07,0.000000,909,0.136427,1886,677.7,2192,0.227,0.601,0.385,-0.6603,-0.2286,-0.4558
Grafton,NH,New Hampshire,39.20,55895,46.72,0.000000,910,0.057750,2592,-4464.9,2948,0.070,0.825,0.955,-1.7328,0.0480,2.1232
Hillsborough,NH,New Hampshire,47.80,234440,41.53,0.000000,911,0.127836,1972,-2813.9,2917,0.134,0.954,0.922,-1.1901,1.3280,1.6215
Merrimack,NH,New Hampshire,46.64,92978,38.91,0.000000,912,0.110750,2118,-1779.6,2875,0.125,0.886,0.899,-1.2632,0.3138,1.3673
Rockingham,NH,New Hampshire,50.53,202922,45.71,0.000000,913,0.155595,1748,550.5,2298,0.165,0.943,0.949,-1.0176,1.1021,2.0253
Strafford,NH,New Hampshire,43.24,76688,39.28,0.000000,914,0.085239,2359,-3338.6,2931,0.099,0.861,0.903,-1.4775,0.1971,1.4033
Sullivan,NH,New Hampshire,49.50,25221,30.31,0.000000,915,0.106568,2158,-64.5,2685,0.154,0.692,0.764,-1.0828,-0.1719,0.5346
Atlantic,NJ,New Jersey,50.72,129759,31.84,0.000000,916,0.151724,1776,482.4,2363,0.166,0.914,0.796,-1.0056,0.5775,0.6828
Bergen,NJ,New Jersey,47.29,459077,53.14,0.000000,917,0.127920,1971,-6914.0,2974,0.130,0.984,0.979,-1.2221,2.9385,2.7445
Burlington,NJ,New Jersey,41.02,229466,42.55,0.000000,918,0.077112,2416,-14346.1,3027,0.081,0.952,0.930,-1.6180,1.2924,1.7194
Camden,NJ,New Jersey,35.54,246954,36.34,0.000000,919,0.046795,2688,-29675.8,3076,0.049,0.955,0.868,-1.9635,1.4177,1.1184
Cape May,NJ,New Jersey,58.92,54568,39.05,0.000000,920,0.221670,1248,3379.1,958,0.270,0.821,0.901,-0.4884,0.0385,1.3805
Cumberland,NJ,New Jersey,51.31,55885,18.93,0.000000,921,0.145200,1822,385.7,2441,0.176,0.825,0.319,-0.9684,0.0479,-0.5666
Essex,NJ,New Jersey,26.78,313283,39.15,0.000000,922,0.016456,2976,-77980.0,3121,0.017,0.968,0.902,-2.5160,1.8933,1.3902
Gloucester,NJ,New Jersey,50.61,164635,36.83,0.000000,923,0.153945,1758,516.7,2328,0.165,0.933,0.875,-1.0125,0.8276,1.1661
Hudson,NJ,New Jersey,34.57,231181,48.91,0.000000,924,0.041932,2734,-30550.2,3081,0.044,0.953,0.964,-2.0249,1.3047,2.3353
Hunterdon,NJ,New Jersey,52.38,80925,57.38,0.000000,925,0.161755,1692,1058.4,1937,0.187,0.865,0.988,-0.9008,0.2274,3.1556
Mercer,NJ,New Jersey,32.02,163270,45.44,0.000000,926,0.033552,2810,-27139.6,3072,0.036,0.932,0.947,-2.1858,0.8178,1.9996
Middlesex,NJ,New Jersey,44.49,365187,45.60,0.000000,927,0.108225,2139,-12409.9,3016,0.111,0.975,0.948,-1.3990,2.2654,2.0148
Monmouth,NJ,New Jersey,54.81,360143,51.31,0.000000,928,0.205303,1369,10418.4,195,0.211,0.973,0.973,-0.7474,2.2292,2.5680
Morris,NJ,New Jersey,50.39,284666,57.81,0.000000,929,0.157768,1730,561.6,2291,0.164,0.962,0.989,-1.0266,1.6881,3.1969
Passaic,NJ,New Jersey,49.79,202767,30.87,0.000000,930,0.148051,1806,-216.6,2735,0.157,0.943,0.773,-1.0645,1.1010,0.5887
Salem,NJ,New Jersey,58.80,31001,24.96,0.000000,931,0.196980,1422,1886.8,1471,0.268,0.735,0.615,-0.4958,-0.1305,0.0173
Somerset,NJ,New Jersey,41.77,177412,57.80,0.000000,932,0.080410,2392,-9905.1,2996,0.086,0.935,0.989,-1.5705,0.9192,3.1955
Sussex,NJ,New Jersey,61.59,84629,40.27,0.000000,933,0.278720,916,7441.4,364,0.320,0.871,0.913,-0.3199,0.2540,1.4993
Union,NJ,New Jersey,37.01,240632,38.86,0.000000,934,0.052470,2637,-24799.1,3064,0.055,0.954,0.898,-1.8706,1.3724,1.3626
Warren,NJ,New Jersey,59.47,60150,36.51,0.000000,935,0.234635,1180,4029.9,818,0.281,0.835,0.870,-0.4536,0.0785,1.1355
Bernalillo,NM,New Mexico,38.21,310844,38.15,0.000000,936,0.060921,2567,-27997.0,3073,0.063,0.967,0.890,-1.7953,1.8758,1.2941
Cibola,NM,New Mexico,48.13,8957,17.00,0.000000,937,0.055200,2614,-90.1,2697,0.138,0.400,0.227,-1.1691,-0.2885,-0.7536
Colfax,NM,New Mexico,56.94,5711,25.40,0.000000,938,0.064320,2530,257.1,2520,0.240,0.268,0.632,-0.6131,-0.3118,0.0593
Doña Ana,NM,New Mexico,44.02,85407,31.68,0.000000,939,0.090792,2308,-3202.7,2928,0.104,0.873,0.794,-1.4286,0.2596,0.6671
Grant,NM,New Mexico,46.92,14024,30.66,0.000000,940,0.067945,2497,-243.4,2741,0.127,0.535,0.770,-1.2455,-0.2522,0.5689
Guadalupe,NM,New Mexico,49.63,1904,16.38,0.000000,941,0.011625,3018,-3.6,2653,0.155,0.075,0.192,-1.0743,-0.3391,-0.8131
Hidalgo,NM,New Mexico,61.79,1845,18.30,0.000000,942,0.023725,2894,166.1,2579,0.325,0.073,0.286,-0.3074,-0.3395,-0.6275
Los Alamos,NM,New Mexico,33.28,12161,69.74,0.000000,943,0.018924,2940,-1810.5,2877,0.038,0.498,0.999,-2.1062,-0.2656,4.3521
Luna,NM,New Mexico,58.95,7970,14.59,0.000000,944,0.097560,2244,495.5,2354,0.271,0.360,0.110,-0.4867,-0.2956,-0.9870
McKinley,NM,New Mexico,36.24,25839,13.30,0.000000,945,0.036348,2779,-2890.9,2921,0.052,0.699,0.069,-1.9193,-0.1675,-1.1117
Mora,NM,New Mexico,41.24,2449,34.28,0.000000,946,0.008610,3047,-148.1,2718,0.082,0.105,0.838,-1.6038,-0.3352,0.9192
Otero,NM,New Mexico,62.49,24190,22.74,0.000000,947,0.231880,1197,2360.4,1277,0.341,0.680,0.522,-0.2629,-0.1793,-0.1978
Rio Arriba,NM,New Mexico,39.49,15871,19.04,0.000000,948,0.041112,2739,-1221.0,2842,0.072,0.571,0.326,-1.7140,-0.2390,-0.5562
San Juan,NM,New Mexico,64.74,52926,18.26,0.000000,949,0.312094,748,6539.1,438,0.382,0.817,0.283,-0.1212,0.0267,-0.6312
San Miguel,NM,New Mexico,35.43,10972,26.50,0.000000,950,0.022560,2905,-1333.5,2848,0.048,0.470,0.670,-1.9706,-0.2741,0.1663
Sandoval,NM,New Mexico,46.02,79540,33.75,0.000000,951,0.101834,2198,-1844.4,2879,0.118,0.863,0.830,-1.3022,0.2175,0.8682
Santa Fe,NM,New Mexico,24.49,83521,46.07,0.000000,952,0.011297,3021,-24291.4,3062,0.013,0.869,0.951,-2.6605,0.2460,2.0603
Sierra,NM,New Mexico,59.65,5822,17.02,0.000000,953,0.077816,2413,400.0,2431,0.284,0.274,0.229,-0.4421,-0.3110,-0.7514
Socorro,NM,New Mexico,51.06,7150,18.96,0.000000,954,0.057090,2598,39.6,2630,0.173,0.330,0.321,-0.9841,-0.3015,-0.5635
Taos,NM,New Mexico,25.22,16412,38.54,0.000000,955,0.008162,3055,-4548.7,2950,0.014,0.583,0.895,-2.6146,-0.2351,1.3311
Valencia,NM,New Mexico,57.27,33277,20.90,0.000000,956,0.181764,1531,1586.3,1612,0.243,0.748,0.430,-0.5926,-0.1142,-0.3759
Carson City,NV,Nevada,54.31,31068,23.73,0.000000,957,0.152352,1769,789.9,2116,0.207,0.736,0.561,-0.7792,-0.1300,-0.1017
Clark,NV,Nevada,47.81,1031223,27.81,0.000000,958,0.134595,1907,-12288.4,3015,0.135,0.997,0.704,-1.1892,7.0404,0.2929
Douglas,NV,Nevada,65.35,35556,31.61,0.000000,959,0.301323,806,4663.1,694,0.397,0.759,0.793,-0.0824,-0.0978,0.6613
Mineral,NV,Nevada,66.58,2295,13.22,0.000000,960,0.040800,2743,337.3,2475,0.425,0.096,0.067,-0.0051,-0.3363,-1.1193
Washoe,NV,Nevada,48.32,263734,34.22,0.000000,961,0.135219,1898,-2362.9,2897,0.141,0.959,0.837,-1.1570,1.5380,0.9135
Albany,NY,New York,36.72,148577,46.42,0.000000,962,0.049896,2663,-15799.1,3034,0.054,0.924,0.953,-1.8889,0.7125,2.0945
Bronx,NY,New York,27.05,362890,22.39,0.000000,963,0.018506,2949,-88620.5,3125,0.019,0.974,0.504,-2.4989,2.2489,-0.2319
Broome,NY,New York,49.48,90459,31.04,0.000000,964,0.134946,1905,-238.1,2738,0.153,0.882,0.777,-1.0837,0.2958,0.6059
Cattaraugus,NY,New York,66.22,34107,21.13,0.000000,965,0.312832,740,4852.2,647,0.416,0.752,0.444,-0.0277,-0.1082,-0.3539
Cayuga,NY,New York,56.36,36343,24.62,0.000000,966,0.174956,1580,1467.7,1673,0.229,0.764,0.598,-0.6500,-0.0922,-0.0163
Chautauqua,NY,New York,60.84,56751,25.12,0.000000,967,0.254716,1062,4554.9,713,0.308,0.827,0.622,-0.3671,0.0541,0.0326
Chemung,NY,New York,58.20,37560,27.22,0.000000,968,0.198918,1414,2087.4,1394,0.258,0.771,0.690,-0.5336,-0.0835,0.2360
Chenango,NY,New York,63.42,22540,19.56,0.000000,969,0.236075,1170,2432.3,1252,0.355,0.665,0.356,-0.2047,-0.1911,-0.5058
Clinton,NY,New York,50.95,35817,27.55,0.000000,970,0.130131,1941,175.7,2571,0.171,0.761,0.699,-0.9915,-0.0960,0.2682
Columbia,NY,New York,42.25,35897,39.37,0.000000,971,0.068580,2490,-1854.4,2880,0.090,0.762,0.905,-1.5399,-0.0954,1.4121
Cortland,NY,New York,53.06,22063,29.14,0.000000,972,0.128040,1969,379.8,2445,0.194,0.660,0.737,-0.8583,-0.1946,0.4214
Delaware,NY,New York,59.55,23156,27.59,0.000000,973,0.188940,1478,1568.0,1620,0.282,0.670,0.700,-0.4487,-0.1867,0.2718
Dutchess,NY,New York,47.02,152659,41.62,0.000000,974,0.119583,2039,-2555.2,2910,0.129,0.927,0.924,-1.2393,0.7417,1.6295
Erie,NY,New York,44.85,456550,38.05,0.000000,975,0.111079,2115,-14294.5,3025,0.113,0.983,0.889,-1.3759,2.9204,1.2839
Essex,NY,New York,49.56,19236,32.80,0.000000,976,0.096404,2252,-43.3,2673,0.154,0.626,0.814,-1.0790,-0.2148,0.7756
Franklin,NY,New York,54.32,19458,23.81,0.000000,977,0.129996,1942,495.7,2353,0.207,0.628,0.563,-0.7788,-0.2132,-0.0945
Greene,NY,New York,58.09,25310,29.94,0.000000,978,0.177664,1561,1381.4,1730,0.256,0.694,0.756,-0.5409,-0.1713,0.4995
Hamilton,NY,New York,64.64,3439,33.22,0.000000,979,0.057456,2595,420.8,2415,0.378,0.152,0.821,-0.1274,-0.3281,0.8168
Jefferson,NY,New York,61.66,42843,26.45,0.000000,980,0.254201,1064,3798.5,866,0.323,0.787,0.667,-0.3155,-0.0456,0.1616
Kings,NY,New York,27.59,847934,42.11,0.000000,981,0.019900,2930,-199232.7,3146,0.020,0.995,0.928,-2.4649,5.7264,1.6769
Livingston,NY,New York,60.51,31035,30.55,0.000000,982,0.221536,1249,2389.3,1267,0.301,0.736,0.768,-0.3879,-0.1302,0.5585
Madison,NY,New York,56.26,33814,29.64,0.000000,983,0.170250,1618,1340.9,1751,0.227,0.750,0.749,-0.6559,-0.1103,0.4699
Monroe,NY,New York,40.24,362715,41.47,0.000000,984,0.074024,2441,-25300.9,3066,0.076,0.974,0.922,-1.6672,2.2477,1.6147
Montgomery,NY,New York,64.15,20712,22.92,0.000000,985,0.237360,1160,2411.2,1259,0.368,0.645,0.530,-0.1586,-0.2043,-0.1801
Nassau,NY,New York,51.68,712299,49.68,0.000000,986,0.179552,1546,6392.6,451,0.181,0.992,0.967,-0.9451,4.7540,2.4095
New York,NY,New York,17.41,654372,64.19,0.000000,987,0.004950,3092,-290946.3,3151,0.005,0.990,0.996,-3.1074,4.3387,3.8145
Niagara,NY,New York,57.29,102431,27.96,0.000000,988,0.217728,1278,4897.8,636,0.243,0.896,0.709,-0.5915,0.3816,0.3071
Oneida,NY,New York,60.53,100258,27.85,0.000000,989,0.270290,965,7736.9,340,0.302,0.895,0.705,-0.3867,0.3660,0.2965
Onondaga,NY,New York,41.12,228381,39.22,0.000000,990,0.078064,2410,-14056.5,3024,0.082,0.952,0.902,-1.6113,1.2846,1.3971
Ontario,NY,New York,50.38,59987,37.97,0.000000,991,0.136105,1891,115.5,2596,0.163,0.835,0.888,-1.0272,0.0773,1.2766
Orange,NY,New York,54.05,175660,32.55,0.000000,992,0.189805,1475,4151.2,785,0.203,0.935,0.810,-0.7959,0.9066,0.7515
Oswego,NY,New York,61.94,54163,21.64,0.000000,993,0.271420,955,4961.7,630,0.331,0.820,0.472,-0.2979,0.0356,-0.3045
Otsego,NY,New York,53.65,28436,34.39,0.000000,994,0.144000,1827,597.5,2255,0.200,0.720,0.841,-0.8208,-0.1489,0.9296
Putnam,NY,New York,56.58,55765,45.49,0.000000,995,0.191400,1464,2350.2,1280,0.232,0.825,0.947,-0.6359,0.0471,2.0047
Queens,NY,New York,37.16,712191,36.14,0.000000,996,0.054505,2616,-72245.7,3117,0.055,0.991,0.863,-1.8615,4.7532,1.0988
Rensselaer,NY,New York,49.03,78736,37.55,0.000000,997,0.127576,1974,-398.6,2766,0.148,0.862,0.883,-1.1126,0.2117,1.2362
Richmond,NY,New York,64.20,199620,35.70,0.000000,998,0.347967,594,23360.4,35,0.369,0.943,0.858,-0.1554,1.0784,1.0571
Rockland,NY,New York,55.67,150072,42.71,0.000000,999,0.204646,1375,5272.6,594,0.221,0.926,0.932,-0.6935,0.7232,1.7351
Saratoga,NY,New York,48.88,130812,45.39,0.000000,1000,0.133590,1914,-766.2,2816,0.146,0.915,0.946,-1.1218,0.5851,1.9949
Schenectady,NY,New York,44.31,72165,36.10,0.000000,1001,0.092340,2289,-2547.9,2909,0.108,0.855,0.862,-1.4103,0.1646,1.0957
Schoharie,NY,New York,64.97,16042,26.19,0.000000,1002,0.222897,1243,2028.0,1411,0.389,0.573,0.659,-0.1064,-0.2377,0.1366
Schuyler,NY,New York,60.27,9486,26.38,0.000000,1003,0.125334,1994,707.6,2178,0.297,0.422,0.667,-0.4033,-0.2847,0.1549
Seneca,NY,New York,55.73,15034,25.24,0.000000,1004,0.122766,2012,535.5,2310,0.222,0.553,0.625,-0.6894,-0.2450,0.0444
St. Lawrence,NY,New York,58.87,44026,25.31,0.000000,1005,0.213317,1312,2707.6,1150,0.269,0.793,0.628,-0.4914,-0.0371,0.0510
Steuben,NY,New York,65.67,45344,26.34,0.000000,1006,0.321594,700,6128.0,479,0.403,0.798,0.665,-0.0625,-0.0277,0.1509
Suffolk,NY,New York,54.74,762849,40.22,0.000000,1007,0.209734,1335,21645.6,45,0.211,0.994,0.912,-0.7524,5.1164,1.4940
Sullivan,NY,New York,58.14,35062,30.10,0.000000,1008,0.194292,1443,1930.3,1450,0.257,0.756,0.758,-0.5374,-0.1014,0.5150
Tioga,NY,New York,61.23,24559,25.27,0.000000,1009,0.215090,1297,2068.5,1401,0.314,0.685,0.626,-0.3425,-0.1767,0.0466
Tompkins,NY,New York,24.40,46532,58.76,0.000000,1010,0.010413,3033,-13616.1,3022,0.013,0.801,0.990,-2.6663,-0.0191,3.2889
Ulster,NY,New York,40.33,98534,38.22,0.000000,1011,0.068761,2487,-6781.1,2972,0.077,0.893,0.891,-1.6610,0.3537,1.3008
Warren,NY,New York,51.93,35829,36.44,0.000000,1012,0.139446,1860,373.0,2450,0.183,0.762,0.868,-0.9294,-0.0959,1.1279
Washington,NY,New York,60.41,28586,22.37,0.000000,1013,0.215878,1293,2171.2,1358,0.299,0.722,0.504,-0.3945,-0.1478,-0.2335
Wayne,NY,New York,61.40,44443,25.60,0.000000,1014,0.253286,1072,3818.0,858,0.319,0.794,0.637,-0.3322,-0.0341,0.0790
Westchester,NY,New York,36.65,457838,53.12,0.000000,1015,0.052099,2639,-49061.7,3101,0.053,0.983,0.979,-1.8935,2.9296,2.7426
Yates,NY,New York,57.84,10542,25.49,0.000000,1016,0.115416,2080,553.4,2295,0.252,0.458,0.635,-0.5562,-0.2772,0.0686
Ashtabula,OH,Ohio,63.76,43374,16.08,0.000000,1017,0.283610,897,4853.5,646,0.359,0.790,0.177,-0.1829,-0.0418,-0.8425
Athens,OH,Ohio,44.11,25776,34.92,0.000000,1018,0.073988,2443,-949.1,2827,0.106,0.698,0.850,-1.4230,-0.1679,0.9811
Butler,OH,Ohio,62.68,183197,32.85,0.000000,1019,0.324548,689,18256.1,65,0.346,0.938,0.815,-0.2510,0.9607,0.7807
Clark,OH,Ohio,64.28,62855,20.21,0.000000,1020,0.312852,739,7417.1,365,0.372,0.841,0.392,-0.1502,0.0979,-0.4430
Cuyahoga,OH,Ohio,33.85,576520,36.55,0.000000,1021,0.039520,2756,-81469.2,3124,0.040,0.988,0.871,-2.0700,3.7805,1.1389
Delaware,OH,Ohio,52.81,133392,59.43,0.000000,1022,0.174956,1581,2093.0,1392,0.191,0.916,0.991,-0.8737,0.6036,3.3538
Erie,OH,Ohio,56.59,39749,29.03,0.000000,1023,0.181041,1537,1677.0,1571,0.233,0.777,0.735,-0.6355,-0.0678,0.4115
Fairfield,OH,Ohio,61.57,84457,32.28,0.000000,1024,0.278720,917,7407.4,366,0.320,0.871,0.805,-0.3212,0.2528,0.7255
Franklin,OH,Ohio,35.24,598225,42.10,0.000000,1025,0.046483,2693,-74042.9,3119,0.047,0.989,0.928,-1.9822,3.9361,1.6764
Geauga,OH,Ohio,61.65,54894,40.86,0.000000,1026,0.264684,1002,4863.2,642,0.322,0.822,0.917,-0.3159,0.0408,1.5564
Greene,OH,Ohio,59.31,90041,41.67,0.000000,1027,0.245799,1118,5893.6,506,0.279,0.881,0.924,-0.4640,0.2928,1.6346
Hamilton,OH,Ohio,42.03,410085,41.83,0.000000,1028,0.086240,2348,-21961.5,3055,0.088,0.980,0.926,-1.5539,2.5873,1.6501
Lake,OH,Ohio,56.72,128579,31.57,0.000000,1029,0.214555,1303,5554.8,552,0.235,0.913,0.792,-0.6274,0.5691,0.6568
Licking,OH,Ohio,64.55,95060,29.35,0.000000,1030,0.334776,645,11523.4,163,0.377,0.888,0.742,-0.1333,0.3288,0.4416
Lorain,OH,Ohio,52.39,159007,28.54,0.000000,1031,0.173910,1587,2082.1,1395,0.187,0.930,0.723,-0.9006,0.7872,0.3632
Lucas,OH,Ohio,43.23,190609,29.37,0.000000,1032,0.092120,2291,-8319.4,2986,0.098,0.940,0.743,-1.4784,1.0138,0.4437
Mahoning,OH,Ohio,54.34,112705,26.97,0.000000,1033,0.187824,1491,2892.2,1085,0.208,0.903,0.682,-0.7770,0.4553,0.2113
